,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
85,499392.0,0.0,424139.0,423556.0,6057.0,22494,1291.0,298.0,452.0,2.0,33388.0,52021.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1463138
86,527688.0,0.0,342341.0,364202.0,5149.0,16586,839.0,289.0,445.0,1.0,23374.0,31591.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1312544
87,378894.0,0.0,395284.0,660116.0,4892.0,17876,681.0,277.0,466.0,2.0,22002.0,31740.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1512265
88,341354.0,0.0,299809.0,558458.0,4117.0,16190,368.0,224.0,512.0,3.0,21555.0,44192.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286817
89,505331.0,0.0,291203.0,475736.0,4102.0,14735,466.0,266.0,418.0,2.0,23619.0,43975.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359894
90,369570.0,0.0,275133.0,415323.0,3789.0,13855,594.0,277.0,487.0,0.0,22721.0,38092.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139880
91,363389.0,0.0,280874.0,367074.0,3872.0,13656,706.0,281.0,387.0,2.0,20932.0,31155.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1082360
92,434761.0,0.0,268987.0,288281.0,3617.0,12930,484.0,274.0,420.0,6.0,22664.0,30426.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062886
93,395354.0,0.0,259339.0,279249.0,3737.0,12515,627.0,258.0,369.0,4.0,19869.0,26915.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998262
94,384055.0,0.0,275408.0,290452.0,3950.0,12015,575.0,247.0,363.0,0.0,18410.0,24315.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009818
95,494805.0,0.0,314326.0,349370.0,4369.0,15419,542.0,251.0,419.0,1.0,19638.0,27589.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226760
96,430210.0,0.0,367921.0,421284.0,5789.0,16830,693.0,229.0,406.0,2.0,19092.0,29138.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1291618
97,389581.0,0.0,360273.0,387244.0,5557.0,18622,508.0,258.0,453.0,5.0,28416.0,46640.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1237617
98,397003.0,0.0,289444.0,349597.0,4970.0,15966,507.0,286.0,475.0,1.0,21523.0,32503.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112312
99,369765.0,0.0,343120.0,614228.0,4490.0,16550,571.0,254.0,480.0,0.0,20188.0,31463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401109
100,355654.0,0.0,268972.0,515135.0,3637.0,14735,732.0,206.0,433.0,0.0,17851.0,39874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217229
101,384929.0,0.0,275222.0,479436.0,3873.0,15369,598.0,262.0,485.0,0.0,21938.0,44448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226560
102,361114.0,0.0,247609.0,405883.0,3414.0,14091,623.0,272.0,410.0,0.0,19743.0,34527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1087686
103,383627.0,0.0,259533.0,362310.0,3721.0,14465,486.0,253.0,403.0,0.0,17761.0,28320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070879
104,361168.0,0.0,251513.0,286545.0,3824.0,14309,569.0,276.0,388.0,0.0,18502.0,26427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963521
105,361879.0,0.0,252910.0,288478.0,249.0,20191,489.0,227.0,350.0,0.0,16314.0,22983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964070
106,356375.0,0.0,282826.0,314167.0,0.0,24031,569.0,209.0,355.0,0.0,16982.0,23817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019331
107,404904.0,0.0,352352.0,400232.0,0.0,24723,616.0,239.0,326.0,0.0,15441.0,23189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222022
108,400071.0,0.0,405784.0,469117.0,0.0,26724,992.0,209.0,348.0,0.0,15130.0,23984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342359
109,346281.0,0.0,394590.0,427636.0,0.0,26462,525.0,207.0,405.0,0.0,22547.0,38671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1257324
110,365055.0,0.0,355173.0,415474.0,0.0,24035,532.0,217.0,463.0,0.0,20126.0,31788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212863
111,338222.0,0.0,414729.0,701783.0,0.0,23673,956.0,200.0,389.0,0.0,16244.0,26272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522468
112,318298.0,0.0,408380.0,718920.0,0.0,27618,1176.0,157.0,370.0,0.0,16271.0,37151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528341
113,334625.0,0.0,266882.0,501959.0,0.0,16856,1583.0,192.0,406.0,0.0,18957.0,40696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182156
114,299192.0,0.0,216541.0,396165.0,0.0,13333,1295.0,202.0,347.0,0.0,15680.0,28858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971613
115,302305.0,0.0,234475.0,359617.0,0.0,13590,1147.0,215.0,363.0,0.0,16784.0,27189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955685
116,338320.0,0.0,228800.0,268417.0,0.0,12565,1324.0,173.0,307.0,0.0,15679.0,24049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889634
117,279522.0,0.0,224084.0,261885.0,0.0,11839,954.0,216.0,293.0,0.0,15510.0,24182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818485
118,294123.0,0.0,245153.0,287589.0,0.0,14125,1023.0,203.0,322.0,0.0,17097.0,25611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885246
119,313251.0,0.0,254774.0,320747.0,0.0,12237,622.0,181.0,275.0,0.0,14090.0,22568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938745
120,310605.0,0.0,292259.0,383826.0,0.0,13987,661.0,210.0,339.0,0.0,14131.0,23579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039597
121,284658.0,0.0,293509.0,366887.0,0.0,14661,558.0,186.0,386.0,0.0,21211.0,37916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019972
122,285900.0,0.0,251613.0,340172.0,0.0,12595,2584.0,195.0,408.0,0.0,17551.0,30025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941043
123,247013.0,0.0,286700.0,637862.0,0.0,13559,5424.0,217.0,425.0,0.0,14132.0,24278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229610
124,262896.0,0.0,209034.0,533696.0,0.0,11455,6491.0,211.0,443.0,0.0,15836.0,39000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079062
125,279686.0,0.0,207713.0,466026.0,0.0,11485,7018.0,215.0,450.0,0.0,15428.0,35878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023899
126,276323.0,0.0,198349.0,409590.0,0.0,10471,5537.0,201.0,371.0,0.0,14283.0,28537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943662
127,268519.0,0.0,209962.0,372925.0,0.0,16658,476.0,238.0,423.0,0.0,16541.0,30355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916097
128,233186.0,0.0,185607.0,262350.0,0.0,38682,390.0,214.0,402.0,0.0,13610.0,22143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756584
129,240913.0,0.0,200776.0,261797.0,0.0,48052,344.0,323.0,514.0,0.0,15435.0,23838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791992
130,256378.0,0.0,203352.0,255251.0,0.0,49991,325.0,274.0,488.0,0.0,13803.0,21647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801509
131,250924.0,0.0,217941.0,302122.0,0.0,32835,340.0,230.0,434.0,0.0,12498.0,21318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838642
132,264740.0,0.0,252355.0,378185.0,0.0,37213,335.0,240.0,471.0,0.0,14831.0,25723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974093
133,240640.0,0.0,243489.0,346770.0,0.0,29898,238.0,245.0,510.0,0.0,18006.0,33751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913547
134,257584.0,0.0,220351.0,344123.0,0.0,24102,400.0,293.0,573.0,0.0,16387.0,29762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893575
135,231760.0,0.0,258436.0,701173.0,0.0,19157,345.0,266.0,565.0,0.0,14751.0,26331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1252784
136,221675.0,0.0,193491.0,561746.0,0.0,12211,405.0,274.0,630.0,0.0,14582.0,38584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1043598
137,233146.0,0.0,192838.0,480968.0,0.0,9857,440.0,321.0,696.0,0.0,14777.0,36049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969092
138,224287.0,0.0,184836.0,441633.0,0.0,12940,438.0,288.0,542.0,0.0,16636.0,35494.0,0.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917184
139,231477.0,0.0,187628.0,356681.0,0.0,9450,486.0,280.0,455.0,0.0,15153.0,28770.0,0.0,94.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830477
140,127885.0,0.0,170649.0,256212.0,0.0,8113,28442.0,238.0,445.0,0.0,14235.0,23526.0,0.0,117.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629866
141,122498.0,0.0,181314.0,258085.0,0.0,8442,778.0,250.0,481.0,0.0,16070.0,25554.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613583
142,127413.0,0.0,180830.0,264356.0,0.0,8298,3889.0,243.0,397.0,0.0,14211.0,22848.0,0.0,59.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622547
143,123094.0,0.0,199106.0,320053.0,0.0,9432,5183.0,220.0,350.0,0.0,13164.0,22630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693232
144,137252.0,0.0,241027.0,404031.0,0.0,10444,416.0,240.0,398.0,0.0,15765.0,27707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837280
145,130490.0,0.0,236129.0,379843.0,0.0,11416,406.0,257.0,419.0,0.0,19374.0,37144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815478
146,126476.0,0.0,215041.0,364810.0,0.0,10357,564.0,269.0,539.0,0.0,17667.0,32213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767936
147,122388.0,0.0,252224.0,730234.0,0.0,11602,327.0,274.0,521.0,0.0,15454.0,28357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1161381
148,109157.0,0.0,186764.0,559050.0,0.0,9640,356.0,228.0,462.0,0.0,14841.0,41300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921798
149,106614.0,0.0,189530.0,484668.0,0.0,9828,472.0,234.0,453.0,0.0,15651.0,40410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847860
150,117774.0,0.0,191379.0,411804.0,0.0,9736,339.0,260.0,454.0,0.0,17264.0,37201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786211
151,117623.0,0.0,167497.0,339496.0,0.0,8263,447.0,282.0,491.0,0.0,15211.0,30163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679473
152,100008.0,0.0,157055.0,248387.0,0.0,7968,371.0,279.0,486.0,0.0,14704.0,26421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555679
153,104308.0,0.0,156864.0,240123.0,0.0,7889,476.0,236.0,442.0,0.0,13864.0,24382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548584
154,98958.0,0.0,159487.0,245440.0,0.0,7214,477.0,270.0,413.0,0.0,12677.0,22050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546986
155,103275.0,0.0,183521.0,310605.0,0.0,8390,479.0,272.0,442.0,0.0,13805.0,26634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647423
156,135724.0,0.0,211151.0,359349.0,0.0,9278,528.0,274.0,508.0,0.0,14080.0,26932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757824
157,112938.0,0.0,208959.0,341314.0,0.0,10789,1939.0,279.0,513.0,0.0,18958.0,39414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735103
158,121426.0,0.0,177309.0,313992.0,0.0,9153,6947.0,263.0,597.0,0.0,16607.0,32439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678733
159,119552.0,0.0,208714.0,672371.0,0.0,10052,10136.0,266.0,631.0,0.0,14354.0,29109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065185
160,110354.0,0.0,158866.0,541301.0,0.0,8767,6909.0,243.0,576.0,0.0,14249.0,42674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883939
161,108865.0,0.0,163925.0,509424.0,0.0,9367,7269.0,323.0,500.0,0.0,16053.0,42081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857807
162,103985.0,0.0,147063.0,415941.0,0.0,8040,6006.0,352.0,460.0,0.0,15367.0,35774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732988
163,112037.0,0.0,146361.0,343533.0,0.0,7867,3632.0,321.0,486.0,0.0,14151.0,30531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658919
164,95975.0,0.0,144660.0,255930.0,0.0,7472,3608.0,306.0,469.0,0.0,15663.0,28902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552985
165,108864.0,0.0,142160.0,236499.0,0.0,7105,2793.0,323.0,465.0,0.0,14049.0,25684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537942
166,98314.0,0.0,146116.0,237955.0,0.0,6978,2766.0,350.0,499.0,0.0,13061.0,23737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529776
167,114782.0,0.0,166168.0,294009.0,0.0,8193,2612.0,279.0,504.0,0.0,14542.0,28190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629279
168,132525.0,0.0,194779.0,346529.0,0.0,8895,2255.0,413.0,584.0,0.0,14495.0,29079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729554
169,115765.0,0.0,196896.0,332001.0,0.0,10201,1775.0,302.0,568.0,0.0,18749.0,39622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715879
170,124654.0,0.0,174752.0,321354.0,0.0,9048,1798.0,465.0,717.0,0.0,17806.0,35044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685638
171,114596.0,0.0,194168.0,636817.0,0.0,9115,5224.0,370.0,678.0,0.0,14086.0,28026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003080
172,99574.0,0.0,146487.0,519922.0,0.0,8400,6963.0,352.0,604.0,0.0,13659.0,40431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836392
173,122349.0,0.0,156170.0,489615.0,0.0,9000,7649.0,396.0,769.0,0.0,16477.0,45944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848369
174,120726.0,0.0,141785.0,404668.0,0.0,7998,6214.0,484.0,660.0,0.0,14168.0,34602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731305
175,114785.0,0.0,144300.0,350413.0,0.0,8378,5804.0,393.0,715.0,0.0,16492.0,36035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677315
176,104631.0,0.0,130002.0,235195.0,0.0,6855,4957.0,476.0,700.0,0.0,14547.0,27669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525032
177,110216.0,0.0,131164.0,230756.0,0.0,6629,5085.0,385.0,660.0,0.0,13524.0,25361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523780
178,115137.0,0.0,142009.0,247814.0,0.0,7366,4745.0,458.0,658.0,0.0,15033.0,27666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560886
179,126734.0,0.0,147437.0,286881.0,0.0,7485,4441.0,454.0,726.0,0.0,13386.0,27514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615058
180,134018.0,0.0,183979.0,352898.0,0.0,8886,6154.0,456.0,767.0,0.0,14178.0,28853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730189
181,119080.0,0.0,180043.0,324944.0,0.0,10157,6878.0,468.0,831.0,0.0,19299.0,42256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703956
182,121650.0,0.0,153534.0,303134.0,0.0,8967,5832.0,454.0,888.0,0.0,17078.0,35345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646882
183,106913.0,0.0,189518.0,614830.0,0.0,8047,9385.0,429.0,950.0,0.0,12999.0,26848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969919
184,110405.0,0.0,151047.0,541256.0,0.0,8205,7191.0,388.0,915.0,0.0,15278.0,46856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,881541
185,120468.0,0.0,152979.0,493416.0,0.0,8387,7127.0,546.0,948.0,0.0,15487.0,43755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843113
186,106735.0,0.0,137842.0,410605.0,0.0,7578,5720.0,431.0,805.0,0.0,14161.0,34393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718270
187,110328.0,0.0,149252.0,364061.0,0.0,7933,5291.0,390.0,897.0,0.0,15467.0,35191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688810
188,105221.0,0.0,129710.0,244456.0,0.0,6291,4586.0,379.0,833.0,0.0,12859.0,25836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530171
189,97541.0,0.0,130645.0,230211.0,0.0,6400,4751.0,348.0,730.0,0.0,12377.0,24219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507222
190,116290.0,0.0,142899.0,245579.0,0.0,6776,4966.0,380.0,848.0,0.0,13391.0,26330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557459
191,123263.0,0.0,151668.0,292305.0,0.0,7294,5339.0,435.0,879.0,0.0,12153.0,26333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619669
192,120134.0,0.0,176673.0,349184.0,0.0,8577,8327.0,416.0,950.0,0.0,13648.0,29988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707897
193,116507.0,0.0,174298.0,317992.0,0.0,9330,7895.0,453.0,1076.0,0.0,18413.0,41047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687011
194,129406.0,0.0,158581.0,305416.0,0.0,8251,6198.0,487.0,1249.0,0.0,14818.0,31581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655987
195,126951.0,0.0,204291.0,664194.0,0.0,8581,10917.0,538.0,1268.0,0.0,12314.0,26244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055298
196,136351.0,0.0,176321.0,586142.0,0.0,8805,8443.0,666.0,1809.0,0.0,13910.0,43763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976210
197,143519.0,0.0,234378.0,619926.0,0.0,10578,11330.0,70.0,189.0,0.0,775.0,2315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023080
198,107489.0,0.0,200900.0,530688.0,0.0,9867,8884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857828
199,117402.0,0.0,162304.0,408961.0,0.0,7849,7494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704010
200,108841.0,0.0,143753.0,266797.0,0.0,6337,6578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532306
