month,other,prepawn_other,redemption_other,returned_other,private_sale_other,return_to_seller_other
2018-02,462.0,0.0,0.0,0.0,0.0,0.0
2018-02,187.0,0.0,2.0,0.0,2.0,0.0
2018-02,0.0,0.0,0.0,0.0,0.0,0.0
2018-02,4590.0,0.0,7.0,0.0,2.0,0.0
2018-02,616.0,2.0,19.0,0.0,3.0,0.0
2018-02,12.0,0.0,0.0,0.0,0.0,0.0
2018-02,0.0,0.0,0.0,0.0,0.0,0.0
2018-02,396.0,0.0,2.0,0.0,0.0,0.0
2018-02,0.0,0.0,0.0,0.0,0.0,0.0
2018-02,2056.0,2.0,12.0,1.0,8.0,1.0
2018-02,46.0,0.0,0.0,0.0,1.0,0.0
2018-02,638.0,2.0,6.0,2.0,2.0,0.0
2018-02,532.0,0.0,4.0,0.0,5.0,0.0
2018-02,902.0,1.0,3.0,0.0,6.0,0.0
2018-02,300.0,0.0,2.0,0.0,0.0,0.0
2018-02,2.0,0.0,0.0,0.0,0.0,0.0
2018-02,149.0,0.0,1.0,0.0,2.0,0.0
2018-02,459.0,0.0,0.0,0.0,16.0,0.0
2018-02,768.0,1.0,0.0,0.0,1.0,0.0
2018-02,597.0,0.0,0.0,1.0,2.0,0.0
2018-02,359.0,0.0,2.0,0.0,1.0,0.0
2018-02,1927.0,2.0,9.0,14.0,13.0,0.0
2018-02,258.0,0.0,0.0,1.0,3.0,0.0
2018-02,32.0,0.0,0.0,0.0,0.0,0.0
2018-02,335.0,0.0,0.0,0.0,0.0,0.0
2018-02,176.0,0.0,0.0,5.0,0.0,0.0
2018-02,200.0,0.0,0.0,0.0,0.0,0.0
2018-02,545.0,1.0,2.0,0.0,2.0,1.0
2018-02,1603.0,2.0,8.0,2.0,30.0,0.0
2018-02,1104.0,3.0,9.0,0.0,6.0,1.0
2018-02,149.0,0.0,0.0,0.0,1.0,0.0
2018-02,2193.0,2.0,5.0,0.0,6.0,0.0
2018-02,1508.0,0.0,7.0,0.0,20.0,0.0
2018-02,0.0,0.0,0.0,0.0,0.0,0.0
2018-02,34.0,0.0,0.0,1.0,0.0,0.0
2018-02,139.0,0.0,0.0,0.0,0.0,0.0
2018-02,220.0,0.0,0.0,15.0,0.0,1.0
2018-02,862.0,1.0,2.0,0.0,0.0,0.0
2018-02,232.0,1.0,1.0,0.0,2.0,0.0
2018-02,1818.0,0.0,0.0,8.0,0.0,0.0
2018-02,4158.0,8.0,47.0,0.0,16.0,0.0
2018-02,425.0,0.0,0.0,29.0,0.0,0.0
2018-02,160.0,0.0,1.0,0.0,0.0,0.0
2018-02,0.0,0.0,0.0,0.0,0.0,0.0
2018-02,3483.0,0.0,0.0,1.0,0.0,0.0
2018-02,2605.0,2.0,7.0,9.0,53.0,0.0
2018-02,424.0,0.0,2.0,0.0,3.0,0.0
2018-02,1187.0,7.0,9.0,2.0,0.0,0.0
2018-02,142.0,0.0,1.0,0.0,1.0,0.0
2018-01,276.0,0.0,1.0,0.0,3.0,1.0
2018-01,249.0,0.0,0.0,0.0,5.0,0.0
2018-01,1074.0,2.0,4.0,0.0,9.0,0.0
2018-01,232.0,0.0,2.0,0.0,1.0,0.0
2018-01,3495.0,0.0,7.0,0.0,0.0,0.0
2018-01,1307.0,0.0,0.0,1.0,0.0,0.0
2018-01,384.0,0.0,0.0,0.0,0.0,0.0
2018-01,91.0,0.0,2.0,0.0,3.0,0.0
2018-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-01,3299.0,0.0,2.0,2.0,0.0,0.0
2018-01,477.0,0.0,7.0,0.0,3.0,0.0
2018-01,11.0,0.0,0.0,0.0,0.0,0.0
2018-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-01,312.0,1.0,0.0,1.0,1.0,0.0
2018-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-01,1456.0,4.0,7.0,0.0,3.0,0.0
2018-01,59.0,0.0,0.0,2.0,0.0,0.0
2018-01,537.0,1.0,8.0,0.0,1.0,0.0
2018-01,323.0,0.0,0.0,0.0,2.0,0.0
2018-01,747.0,1.0,3.0,0.0,3.0,1.0
2018-01,230.0,0.0,1.0,0.0,0.0,0.0
2018-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-01,155.0,1.0,2.0,0.0,1.0,0.0
2018-01,421.0,0.0,0.0,0.0,11.0,0.0
2018-01,532.0,1.0,1.0,0.0,4.0,0.0
2018-01,484.0,0.0,2.0,1.0,2.0,0.0
2018-01,306.0,0.0,3.0,0.0,3.0,0.0
2018-01,1364.0,2.0,8.0,10.0,7.0,1.0
2018-01,180.0,0.0,0.0,0.0,0.0,0.0
2018-01,31.0,0.0,1.0,0.0,0.0,0.0
2018-01,303.0,0.0,0.0,0.0,0.0,0.0
2018-01,138.0,0.0,0.0,1.0,0.0,0.0
2018-01,210.0,0.0,0.0,0.0,0.0,0.0
2018-01,462.0,0.0,2.0,0.0,2.0,0.0
2018-01,1126.0,1.0,5.0,2.0,16.0,0.0
2018-01,855.0,0.0,6.0,0.0,4.0,0.0
2018-01,130.0,0.0,2.0,0.0,1.0,1.0
2018-01,1704.0,1.0,8.0,0.0,3.0,0.0
2018-01,1072.0,1.0,7.0,0.0,9.0,0.0
2018-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-01,27.0,0.0,0.0,1.0,0.0,0.0
2018-01,101.0,0.0,0.0,0.0,0.0,0.0
2018-01,64.0,0.0,0.0,10.0,0.0,0.0
2018-01,667.0,0.0,2.0,3.0,1.0,0.0
2018-01,191.0,0.0,3.0,0.0,2.0,0.0
2018-01,1125.0,0.0,0.0,14.0,0.0,0.0
2018-01,3400.0,3.0,34.0,0.0,9.0,0.0
2018-01,316.0,0.0,2.0,34.0,0.0,0.0
2018-01,105.0,0.0,1.0,0.0,0.0,0.0
2018-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-01,2374.0,0.0,0.0,0.0,0.0,0.0
2018-01,2170.0,5.0,16.0,7.0,51.0,0.0
2018-01,316.0,0.0,1.0,1.0,2.0,1.0
2018-01,945.0,9.0,5.0,1.0,0.0,0.0
2018-01,138.0,0.0,1.0,0.0,0.0,0.0
2017-12,390.0,0.0,4.0,0.0,4.0,0.0
2017-12,287.0,0.0,0.0,0.0,4.0,0.0
2017-12,1414.0,2.0,7.0,0.0,3.0,1.0
2017-12,347.0,0.0,4.0,0.0,4.0,0.0
2017-12,4885.0,0.0,8.0,0.0,0.0,0.0
2017-12,1736.0,0.0,0.0,1.0,0.0,0.0
2017-12,430.0,0.0,0.0,0.0,0.0,0.0
