month,other,prepawn_other,redemption_other,returned_other,private_sale_other,return_to_seller_other
2016-02,275.0,0.0,0.0,0.0,0.0,0.0
2016-02,131.0,0.0,0.0,0.0,4.0,0.0
2016-02,0.0,0.0,0.0,0.0,0.0,0.0
2016-02,3069.0,0.0,8.0,0.0,0.0,0.0
2016-02,565.0,3.0,4.0,0.0,0.0,0.0
2016-02,8.0,0.0,0.0,0.0,0.0,0.0
2016-02,0.0,0.0,0.0,0.0,0.0,0.0
2016-02,242.0,0.0,2.0,0.0,0.0,0.0
2016-02,0.0,0.0,0.0,0.0,0.0,0.0
2016-02,1625.0,0.0,9.0,0.0,0.0,0.0
2016-02,45.0,0.0,0.0,0.0,1.0,0.0
2016-02,433.0,0.0,2.0,0.0,0.0,0.0
2016-02,404.0,0.0,3.0,0.0,0.0,0.0
2016-02,888.0,1.0,3.0,0.0,1.0,0.0
2016-02,228.0,0.0,0.0,0.0,0.0,0.0
2016-02,0.0,0.0,0.0,0.0,0.0,0.0
2016-02,163.0,0.0,2.0,0.0,2.0,0.0
2016-02,562.0,0.0,0.0,0.0,6.0,0.0
2016-02,543.0,0.0,0.0,1.0,0.0,0.0
2016-02,793.0,0.0,3.0,1.0,0.0,0.0
2016-02,308.0,1.0,5.0,0.0,0.0,0.0
2016-02,1404.0,1.0,13.0,4.0,2.0,0.0
2016-02,154.0,4.0,0.0,0.0,0.0,0.0
2016-02,27.0,1.0,0.0,0.0,0.0,0.0
2016-02,244.0,0.0,0.0,0.0,0.0,0.0
2016-02,156.0,0.0,0.0,1.0,1.0,1.0
2016-02,191.0,0.0,0.0,0.0,0.0,0.0
2016-02,393.0,0.0,0.0,0.0,0.0,0.0
2016-02,1130.0,0.0,3.0,0.0,12.0,0.0
2016-02,835.0,1.0,19.0,0.0,0.0,0.0
2016-02,99.0,0.0,0.0,0.0,0.0,0.0
2016-02,2196.0,0.0,5.0,0.0,1.0,0.0
2016-02,1184.0,0.0,13.0,0.0,6.0,0.0
2016-02,0.0,0.0,0.0,0.0,0.0,0.0
2016-02,0.0,0.0,0.0,1.0,0.0,0.0
2016-02,24.0,0.0,0.0,0.0,0.0,0.0
2016-02,64.0,0.0,0.0,0.0,3.0,0.0
2016-02,522.0,1.0,7.0,0.0,0.0,0.0
2016-02,169.0,0.0,0.0,0.0,0.0,0.0
2016-02,0.0,0.0,0.0,10.0,0.0,0.0
2016-02,3156.0,1.0,56.0,3.0,6.0,3.0
2016-02,259.0,0.0,0.0,29.0,0.0,0.0
2016-02,128.0,0.0,0.0,0.0,0.0,0.0
2016-02,0.0,0.0,0.0,0.0,0.0,0.0
2016-02,1133.0,0.0,0.0,0.0,0.0,0.0
2016-02,1832.0,1.0,6.0,3.0,30.0,0.0
2016-02,357.0,0.0,0.0,3.0,1.0,0.0
2016-02,821.0,0.0,1.0,2.0,0.0,0.0
2016-02,139.0,0.0,0.0,0.0,0.0,0.0
2016-01,1266.0,0.0,5.0,0.0,2.0,0.0
2016-01,300.0,0.0,3.0,0.0,0.0,0.0
2016-01,1107.0,0.0,5.0,0.0,2.0,0.0
2016-01,305.0,0.0,1.0,0.0,1.0,0.0
2016-01,7054.0,0.0,7.0,0.0,0.0,0.0
2016-01,1474.0,0.0,0.0,2.0,0.0,0.0
2016-01,236.0,0.0,0.0,0.0,0.0,0.0
2016-01,110.0,0.0,0.0,0.0,5.0,0.0
2016-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-01,3480.0,0.0,5.0,0.0,0.0,0.0
2016-01,654.0,1.0,4.0,0.0,1.0,0.0
2016-01,11.0,0.0,0.0,0.0,0.0,0.0
2016-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-01,266.0,0.0,1.0,0.0,0.0,0.0
2016-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-01,1871.0,1.0,9.0,1.0,6.0,0.0
2016-01,44.0,0.0,0.0,0.0,0.0,0.0
2016-01,586.0,1.0,4.0,0.0,2.0,0.0
2016-01,403.0,0.0,1.0,0.0,1.0,0.0
2016-01,1054.0,0.0,5.0,0.0,0.0,0.0
2016-01,294.0,0.0,0.0,0.0,0.0,0.0
2016-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-01,116.0,0.0,0.0,0.0,0.0,1.0
2016-01,667.0,0.0,0.0,0.0,6.0,0.0
2016-01,670.0,0.0,1.0,0.0,0.0,0.0
2016-01,875.0,0.0,2.0,0.0,1.0,0.0
2016-01,422.0,0.0,5.0,0.0,0.0,0.0
2016-01,1942.0,1.0,6.0,2.0,4.0,0.0
2016-01,191.0,3.0,0.0,3.0,0.0,0.0
2016-01,37.0,0.0,0.0,0.0,0.0,0.0
2016-01,289.0,0.0,1.0,0.0,0.0,0.0
2016-01,211.0,0.0,0.0,0.0,2.0,0.0
2016-01,158.0,0.0,0.0,0.0,0.0,0.0
2016-01,405.0,0.0,2.0,0.0,0.0,0.0
2016-01,1192.0,0.0,5.0,0.0,23.0,0.0
2016-01,920.0,0.0,9.0,0.0,2.0,0.0
2016-01,106.0,0.0,0.0,0.0,0.0,0.0
2016-01,2460.0,1.0,14.0,0.0,1.0,1.0
2016-01,1313.0,0.0,7.0,0.0,7.0,0.0
2016-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-01,0.0,0.0,0.0,1.0,0.0,0.0
2016-01,16.0,0.0,0.0,0.0,0.0,0.0
2016-01,89.0,0.0,0.0,0.0,1.0,0.0
2016-01,669.0,1.0,2.0,0.0,0.0,1.0
2016-01,313.0,0.0,1.0,0.0,0.0,0.0
2016-01,0.0,0.0,0.0,3.0,0.0,0.0
2016-01,3756.0,2.0,30.0,0.0,4.0,1.0
2016-01,326.0,0.0,0.0,6.0,0.0,0.0
2016-01,134.0,0.0,1.0,0.0,0.0,0.0
2016-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-01,922.0,0.0,0.0,0.0,0.0,0.0
2016-01,2147.0,3.0,7.0,9.0,29.0,0.0
2016-01,321.0,0.0,1.0,0.0,2.0,0.0
2016-01,937.0,0.0,4.0,1.0,0.0,0.0
2016-01,160.0,0.0,0.0,0.0,0.0,0.0
2015-12,1698.0,0.0,10.0,0.0,4.0,0.0
2015-12,356.0,0.0,3.0,0.0,0.0,0.0
2015-12,1327.0,1.0,3.0,1.0,2.0,0.0
2015-12,365.0,0.0,1.0,0.0,1.0,0.0
2015-12,9583.0,0.0,5.0,0.0,0.0,0.0
2015-12,1903.0,0.0,0.0,2.0,0.0,0.0
2015-12,314.0,0.0,0.0,0.0,0.0,0.0
2015-12,175.0,0.0,0.0,0.0,5.0,1.0
2015-12,0.0,0.0,0.0,0.0,0.0,0.0
2015-12,4165.0,0.0,0.0,0.0,2.0,0.0
2015-12,863.0,2.0,6.0,0.0,1.0,0.0
2015-12,9.0,0.0,0.0,0.0,0.0,0.0
2015-12,0.0,0.0,0.0,0.0,0.0,0.0
2015-12,320.0,1.0,2.0,0.0,0.0,0.0
2015-12,0.0,0.0,0.0,0.0,0.0,0.0
2015-12,2370.0,0.0,9.0,0.0,1.0,0.0
2015-12,51.0,0.0,0.0,0.0,0.0,0.0
2015-12,605.0,1.0,5.0,0.0,1.0,0.0
2015-12,607.0,0.0,2.0,0.0,1.0,0.0
2015-12,1302.0,1.0,2.0,0.0,2.0,0.0
2015-12,329.0,0.0,0.0,1.0,0.0,0.0
2015-12,0.0,0.0,0.0,0.0,0.0,0.0
2015-12,112.0,0.0,1.0,0.0,0.0,1.0
2015-12,864.0,0.0,1.0,0.0,3.0,0.0
2015-12,743.0,0.0,2.0,0.0,0.0,0.0
2015-12,1071.0,0.0,4.0,0.0,0.0,0.0
2015-12,540.0,0.0,3.0,0.0,3.0,1.0
2015-12,2272.0,1.0,5.0,2.0,7.0,0.0
2015-12,203.0,5.0,0.0,8.0,0.0,0.0
2015-12,36.0,0.0,0.0,0.0,0.0,0.0
2015-12,339.0,0.0,2.0,0.0,0.0,0.0
2015-12,236.0,0.0,0.0,0.0,1.0,0.0
2015-12,183.0,0.0,0.0,0.0,0.0,0.0
2015-12,553.0,0.0,1.0,0.0,0.0,0.0
2015-12,1300.0,0.0,1.0,0.0,13.0,1.0
2015-12,1282.0,1.0,7.0,0.0,3.0,1.0
2015-12,105.0,0.0,0.0,0.0,0.0,0.0
2015-12,2942.0,1.0,12.0,0.0,2.0,0.0
2015-12,1550.0,1.0,10.0,0.0,4.0,0.0
2015-12,0.0,0.0,0.0,0.0,0.0,0.0
2015-12,0.0,0.0,0.0,0.0,0.0,0.0
2015-12,31.0,0.0,0.0,0.0,0.0,0.0
2015-12,130.0,0.0,0.0,0.0,5.0,0.0
2015-12,1000.0,0.0,6.0,0.0,0.0,0.0
2015-12,272.0,0.0,2.0,0.0,0.0,0.0
2015-12,0.0,0.0,0.0,10.0,0.0,0.0
2015-12,4585.0,1.0,36.0,2.0,12.0,1.0
2015-12,379.0,0.0,0.0,23.0,0.0,0.0
2015-12,151.0,0.0,1.0,0.0,0.0,0.0
2015-12,0.0,0.0,0.0,0.0,0.0,0.0
2015-12,1547.0,0.0,0.0,0.0,0.0,0.0
2015-12,2380.0,1.0,9.0,9.0,28.0,1.0
2015-12,476.0,0.0,1.0,0.0,0.0,0.0
2015-12,1134.0,1.0,5.0,6.0,3.0,0.0
2015-12,167.0,0.0,0.0,0.0,0.0,0.0
2015-11,859.0,0.0,11.0,0.0,0.0,0.0
2015-11,191.0,0.0,0.0,1.0,0.0,0.0
2015-11,707.0,0.0,4.0,1.0,1.0,0.0
2015-11,168.0,1.0,1.0,0.0,1.0,0.0
2015-11,4559.0,0.0,4.0,0.0,0.0,0.0
2015-11,932.0,0.0,0.0,0.0,0.0,0.0
2015-11,134.0,0.0,0.0,0.0,0.0,0.0
2015-11,65.0,0.0,0.0,0.0,0.0,0.0
2015-11,0.0,0.0,0.0,0.0,0.0,0.0
2015-11,2268.0,0.0,2.0,0.0,0.0,0.0
2015-11,448.0,0.0,4.0,0.0,1.0,0.0
2015-11,12.0,0.0,0.0,0.0,0.0,0.0
2015-11,0.0,0.0,0.0,0.0,0.0,0.0
2015-11,190.0,0.0,1.0,1.0,0.0,0.0
2015-11,0.0,0.0,0.0,0.0,0.0,0.0
2015-11,1113.0,0.0,5.0,0.0,1.0,0.0
2015-11,27.0,0.0,0.0,0.0,0.0,0.0
2015-11,311.0,1.0,2.0,0.0,0.0,0.0
2015-11,254.0,0.0,2.0,0.0,0.0,0.0
2015-11,697.0,2.0,3.0,0.0,1.0,0.0
2015-11,135.0,0.0,0.0,0.0,0.0,0.0
2015-11,0.0,0.0,0.0,0.0,0.0,0.0
2015-11,96.0,0.0,2.0,1.0,1.0,0.0
2015-11,402.0,0.0,0.0,1.0,5.0,0.0
2015-11,385.0,0.0,2.0,0.0,1.0,1.0
2015-11,486.0,0.0,0.0,0.0,0.0,2.0
2015-11,267.0,0.0,1.0,0.0,3.0,0.0
2015-11,1004.0,0.0,3.0,4.0,6.0,0.0
2015-11,90.0,6.0,1.0,0.0,0.0,0.0
2015-11,23.0,0.0,1.0,0.0,1.0,0.0
2015-11,193.0,0.0,0.0,0.0,0.0,0.0
2015-11,95.0,0.0,1.0,1.0,0.0,0.0
2015-11,147.0,0.0,0.0,0.0,0.0,0.0
2015-11,334.0,1.0,1.0,0.0,0.0,0.0
2015-11,665.0,0.0,0.0,0.0,16.0,0.0
2015-11,576.0,0.0,7.0,0.0,1.0,0.0
2015-11,65.0,0.0,0.0,0.0,0.0,0.0
2015-11,1392.0,1.0,4.0,0.0,1.0,1.0
2015-11,778.0,1.0,6.0,0.0,0.0,0.0
2015-11,0.0,0.0,0.0,0.0,0.0,0.0
2015-11,0.0,0.0,0.0,0.0,0.0,0.0
2015-11,11.0,0.0,0.0,0.0,0.0,0.0
2015-11,57.0,0.0,0.0,0.0,1.0,0.0
2015-11,561.0,0.0,3.0,0.0,0.0,0.0
2015-11,143.0,0.0,0.0,0.0,0.0,0.0
2015-11,0.0,0.0,0.0,5.0,0.0,0.0
2015-11,2532.0,0.0,21.0,1.0,4.0,0.0
2015-11,195.0,0.0,1.0,21.0,0.0,0.0
2015-11,49.0,0.0,0.0,0.0,0.0,0.0
2015-11,0.0,0.0,0.0,0.0,0.0,0.0
2015-11,974.0,0.0,0.0,0.0,0.0,0.0
2015-11,1238.0,0.0,3.0,3.0,19.0,0.0
2015-11,224.0,0.0,3.0,0.0,0.0,0.0
2015-11,458.0,0.0,3.0,4.0,1.0,1.0
2015-11,87.0,0.0,0.0,0.0,0.0,0.0
2015-10,757.0,2.0,5.0,0.0,2.0,0.0
2015-10,264.0,0.0,3.0,0.0,0.0,0.0
2015-10,741.0,0.0,7.0,0.0,0.0,0.0
2015-10,164.0,0.0,3.0,0.0,0.0,0.0
2015-10,3912.0,0.0,9.0,0.0,0.0,0.0
2015-10,938.0,0.0,0.0,0.0,0.0,0.0
2015-10,183.0,0.0,0.0,0.0,0.0,0.0
2015-10,93.0,0.0,1.0,0.0,1.0,0.0
2015-10,0.0,0.0,0.0,0.0,0.0,0.0
2015-10,2456.0,0.0,2.0,0.0,0.0,0.0
2015-10,444.0,2.0,3.0,0.0,2.0,1.0
2015-10,22.0,0.0,0.0,0.0,0.0,0.0
2015-10,0.0,0.0,0.0,0.0,0.0,0.0
2015-10,176.0,0.0,1.0,0.0,0.0,0.0
2015-10,0.0,0.0,0.0,0.0,0.0,0.0
2015-10,1055.0,0.0,1.0,0.0,3.0,0.0
2015-10,26.0,0.0,0.0,0.0,0.0,0.0
2015-10,333.0,0.0,2.0,0.0,1.0,0.0
2015-10,260.0,0.0,3.0,0.0,0.0,0.0
2015-10,689.0,1.0,7.0,0.0,1.0,0.0
2015-10,159.0,0.0,0.0,0.0,1.0,0.0
2015-10,0.0,0.0,0.0,0.0,0.0,0.0
2015-10,132.0,0.0,0.0,0.0,2.0,0.0
2015-10,367.0,0.0,0.0,0.0,4.0,0.0
2015-10,341.0,0.0,1.0,0.0,1.0,0.0
2015-10,502.0,0.0,2.0,0.0,0.0,0.0
2015-10,279.0,0.0,2.0,0.0,2.0,0.0
2015-10,1044.0,1.0,3.0,2.0,1.0,0.0
2015-10,111.0,10.0,1.0,1.0,0.0,0.0
2015-10,17.0,0.0,0.0,0.0,0.0,0.0
2015-10,210.0,0.0,0.0,0.0,0.0,0.0
2015-10,116.0,0.0,0.0,0.0,1.0,0.0
2015-10,140.0,0.0,0.0,0.0,0.0,0.0
2015-10,314.0,0.0,2.0,0.0,0.0,0.0
2015-10,590.0,0.0,1.0,0.0,7.0,0.0
2015-10,602.0,0.0,11.0,0.0,1.0,0.0
2015-10,87.0,1.0,0.0,0.0,0.0,0.0
2015-10,1347.0,0.0,3.0,0.0,0.0,0.0
2015-10,743.0,0.0,5.0,0.0,3.0,0.0
2015-10,0.0,0.0,0.0,0.0,0.0,0.0
2015-10,0.0,0.0,0.0,3.0,0.0,0.0
2015-10,12.0,0.0,0.0,0.0,0.0,0.0
2015-10,52.0,0.0,0.0,1.0,1.0,0.0
2015-10,406.0,0.0,6.0,0.0,0.0,0.0
2015-10,259.0,0.0,0.0,0.0,0.0,0.0
2015-10,0.0,0.0,0.0,8.0,0.0,0.0
2015-10,2836.0,1.0,30.0,0.0,3.0,0.0
2015-10,158.0,0.0,0.0,11.0,0.0,0.0
2015-10,58.0,0.0,0.0,0.0,1.0,0.0
2015-10,0.0,0.0,0.0,0.0,0.0,0.0
2015-10,908.0,0.0,0.0,0.0,0.0,0.0
2015-10,1441.0,1.0,1.0,9.0,14.0,0.0
2015-10,237.0,0.0,4.0,5.0,0.0,0.0
2015-10,603.0,0.0,4.0,4.0,3.0,0.0
2015-10,80.0,0.0,0.0,0.0,0.0,0.0
2015-09,710.0,0.0,5.0,0.0,0.0,0.0
2015-09,130.0,0.0,2.0,0.0,0.0,0.0
2015-09,677.0,0.0,3.0,0.0,1.0,0.0
2015-09,146.0,0.0,2.0,0.0,0.0,0.0
2015-09,3429.0,0.0,2.0,0.0,0.0,0.0
2015-09,849.0,0.0,0.0,0.0,0.0,0.0
2015-09,166.0,0.0,0.0,0.0,0.0,0.0
2015-09,50.0,0.0,0.0,0.0,2.0,0.0
2015-09,0.0,0.0,0.0,0.0,0.0,0.0
2015-09,2615.0,0.0,6.0,0.0,0.0,0.0
2015-09,402.0,0.0,2.0,0.0,0.0,0.0
2015-09,13.0,0.0,0.0,0.0,0.0,0.0
2015-09,0.0,0.0,0.0,0.0,0.0,0.0
2015-09,104.0,0.0,0.0,0.0,0.0,0.0
2015-09,0.0,0.0,0.0,0.0,0.0,0.0
2015-09,965.0,0.0,3.0,0.0,2.0,0.0
2015-09,23.0,0.0,0.0,2.0,0.0,0.0
2015-09,258.0,0.0,3.0,1.0,0.0,0.0
2015-09,214.0,0.0,0.0,0.0,0.0,0.0
2015-09,771.0,0.0,5.0,0.0,3.0,0.0
2015-09,130.0,0.0,0.0,1.0,1.0,0.0
2015-09,0.0,0.0,0.0,0.0,0.0,0.0
2015-09,148.0,0.0,0.0,0.0,1.0,0.0
2015-09,288.0,0.0,0.0,0.0,2.0,0.0
2015-09,315.0,0.0,0.0,0.0,0.0,0.0
2015-09,389.0,1.0,1.0,0.0,1.0,1.0
2015-09,263.0,0.0,5.0,0.0,0.0,0.0
2015-09,862.0,0.0,5.0,3.0,0.0,0.0
2015-09,118.0,6.0,2.0,1.0,0.0,0.0
2015-09,8.0,0.0,0.0,0.0,0.0,0.0
2015-09,191.0,0.0,0.0,0.0,0.0,0.0
2015-09,101.0,0.0,0.0,19.0,7.0,0.0
2015-09,113.0,0.0,0.0,0.0,0.0,0.0
2015-09,310.0,0.0,0.0,0.0,0.0,0.0
2015-09,544.0,0.0,0.0,0.0,5.0,1.0
2015-09,581.0,0.0,11.0,0.0,0.0,0.0
2015-09,61.0,0.0,0.0,0.0,0.0,0.0
2015-09,1383.0,0.0,6.0,0.0,1.0,0.0
2015-09,657.0,0.0,13.0,0.0,0.0,0.0
2015-09,0.0,0.0,0.0,0.0,0.0,0.0
2015-09,0.0,0.0,0.0,4.0,0.0,0.0
2015-09,16.0,0.0,0.0,0.0,0.0,0.0
2015-09,37.0,0.0,0.0,1.0,0.0,0.0
2015-09,410.0,0.0,4.0,0.0,0.0,0.0
2015-09,248.0,0.0,0.0,0.0,0.0,0.0
2015-09,0.0,0.0,0.0,12.0,0.0,0.0
2015-09,2578.0,4.0,18.0,0.0,3.0,0.0
2015-09,131.0,0.0,0.0,10.0,0.0,0.0
2015-09,64.0,0.0,0.0,0.0,0.0,0.0
2015-09,0.0,0.0,0.0,0.0,0.0,0.0
2015-09,862.0,0.0,0.0,0.0,0.0,0.0
2015-09,1201.0,0.0,1.0,7.0,13.0,0.0
2015-09,195.0,0.0,2.0,0.0,3.0,0.0
2015-09,514.0,0.0,8.0,0.0,3.0,0.0
2015-09,100.0,0.0,0.0,0.0,0.0,0.0
2015-08,703.0,0.0,4.0,0.0,0.0,0.0
2015-08,142.0,0.0,4.0,0.0,0.0,0.0
2015-08,651.0,1.0,2.0,0.0,0.0,0.0
2015-08,155.0,0.0,3.0,0.0,0.0,0.0
2015-08,3935.0,0.0,5.0,0.0,0.0,0.0
2015-08,776.0,0.0,0.0,0.0,0.0,0.0
2015-08,175.0,0.0,0.0,0.0,0.0,0.0
2015-08,57.0,0.0,1.0,0.0,0.0,0.0
2015-08,0.0,0.0,0.0,0.0,0.0,0.0
2015-08,2373.0,0.0,3.0,0.0,0.0,0.0
2015-08,393.0,0.0,5.0,0.0,0.0,0.0
2015-08,15.0,0.0,1.0,0.0,0.0,0.0
2015-08,0.0,0.0,0.0,0.0,0.0,0.0
2015-08,118.0,0.0,0.0,0.0,0.0,0.0
2015-08,0.0,0.0,0.0,0.0,0.0,0.0
2015-08,894.0,2.0,1.0,1.0,0.0,0.0
2015-08,14.0,0.0,0.0,0.0,0.0,0.0
2015-08,244.0,0.0,0.0,0.0,0.0,0.0
2015-08,201.0,1.0,1.0,0.0,0.0,0.0
2015-08,650.0,2.0,1.0,0.0,0.0,0.0
2015-08,149.0,0.0,0.0,0.0,0.0,0.0
2015-08,0.0,0.0,0.0,0.0,0.0,0.0
2015-08,101.0,0.0,3.0,0.0,0.0,2.0
2015-08,329.0,0.0,0.0,0.0,0.0,0.0
2015-08,279.0,1.0,0.0,0.0,0.0,0.0
2015-08,370.0,0.0,1.0,0.0,0.0,0.0
2015-08,210.0,2.0,3.0,0.0,0.0,0.0
2015-08,941.0,0.0,3.0,1.0,0.0,0.0
2015-08,116.0,9.0,0.0,0.0,0.0,0.0
2015-08,16.0,0.0,0.0,0.0,0.0,0.0
2015-08,178.0,0.0,0.0,0.0,0.0,0.0
2015-08,77.0,0.0,0.0,1.0,0.0,0.0
2015-08,142.0,0.0,0.0,0.0,0.0,0.0
2015-08,272.0,1.0,0.0,0.0,0.0,0.0
2015-08,492.0,0.0,0.0,1.0,9.0,0.0
2015-08,575.0,0.0,4.0,0.0,0.0,0.0
2015-08,70.0,0.0,0.0,0.0,0.0,0.0
2015-08,1132.0,0.0,6.0,0.0,0.0,0.0
2015-08,737.0,0.0,8.0,0.0,0.0,0.0
2015-08,0.0,0.0,0.0,0.0,0.0,0.0
2015-08,0.0,0.0,0.0,0.0,0.0,0.0
2015-08,24.0,0.0,0.0,0.0,0.0,0.0
2015-08,41.0,0.0,0.0,0.0,0.0,0.0
2015-08,479.0,0.0,6.0,0.0,0.0,0.0
2015-08,204.0,0.0,0.0,0.0,0.0,0.0
2015-08,0.0,0.0,0.0,0.0,0.0,0.0
2015-08,2433.0,2.0,36.0,0.0,0.0,0.0
2015-08,114.0,0.0,0.0,7.0,0.0,0.0
2015-08,46.0,0.0,0.0,0.0,0.0,0.0
2015-08,0.0,0.0,0.0,0.0,0.0,0.0
2015-08,793.0,0.0,0.0,0.0,0.0,0.0
2015-08,1070.0,0.0,4.0,1.0,5.0,1.0
2015-08,181.0,1.0,3.0,0.0,0.0,0.0
2015-08,421.0,0.0,1.0,6.0,0.0,0.0
2015-08,80.0,0.0,0.0,0.0,0.0,0.0
2015-07,653.0,1.0,8.0,0.0,0.0,0.0
2015-07,116.0,0.0,4.0,0.0,0.0,0.0
2015-07,668.0,2.0,5.0,0.0,0.0,0.0
2015-07,165.0,0.0,1.0,0.0,0.0,0.0
2015-07,3995.0,0.0,10.0,0.0,0.0,0.0
2015-07,751.0,0.0,0.0,0.0,0.0,0.0
2015-07,158.0,0.0,0.0,0.0,0.0,0.0
2015-07,58.0,0.0,0.0,0.0,0.0,0.0
2015-07,0.0,0.0,0.0,0.0,0.0,0.0
2015-07,2133.0,0.0,3.0,0.0,0.0,0.0
2015-07,347.0,0.0,5.0,0.0,0.0,0.0
2015-07,13.0,0.0,0.0,0.0,0.0,0.0
2015-07,0.0,0.0,0.0,0.0,0.0,0.0
2015-07,121.0,0.0,1.0,0.0,0.0,0.0
2015-07,0.0,0.0,0.0,0.0,0.0,0.0
2015-07,758.0,0.0,4.0,0.0,0.0,0.0
2015-07,22.0,0.0,1.0,0.0,0.0,0.0
2015-07,227.0,0.0,0.0,0.0,0.0,0.0
2015-07,238.0,1.0,5.0,0.0,0.0,0.0
2015-07,606.0,0.0,2.0,0.0,0.0,0.0
2015-07,117.0,0.0,1.0,0.0,0.0,0.0
2015-07,1.0,0.0,0.0,0.0,0.0,0.0
2015-07,100.0,0.0,0.0,0.0,0.0,1.0
2015-07,326.0,0.0,3.0,0.0,0.0,1.0
2015-07,296.0,0.0,0.0,0.0,0.0,0.0
2015-07,362.0,1.0,1.0,1.0,0.0,0.0
2015-07,240.0,0.0,5.0,0.0,0.0,0.0
2015-07,935.0,0.0,5.0,6.0,0.0,0.0
2015-07,92.0,3.0,2.0,2.0,0.0,0.0
2015-07,12.0,0.0,0.0,0.0,0.0,0.0
2015-07,186.0,0.0,1.0,0.0,0.0,0.0
2015-07,93.0,0.0,0.0,1.0,0.0,0.0
2015-07,125.0,0.0,0.0,0.0,0.0,0.0
2015-07,251.0,0.0,1.0,0.0,0.0,0.0
2015-07,416.0,0.0,1.0,0.0,4.0,0.0
2015-07,531.0,1.0,5.0,0.0,0.0,0.0
2015-07,57.0,0.0,0.0,0.0,0.0,0.0
2015-07,1224.0,0.0,9.0,0.0,0.0,0.0
2015-07,690.0,0.0,10.0,0.0,0.0,0.0
2015-07,0.0,0.0,0.0,0.0,0.0,0.0
2015-07,0.0,0.0,0.0,4.0,0.0,0.0
2015-07,12.0,0.0,0.0,0.0,0.0,0.0
2015-07,78.0,0.0,0.0,0.0,0.0,0.0
2015-07,379.0,1.0,4.0,0.0,0.0,0.0
2015-07,132.0,1.0,0.0,0.0,0.0,0.0
2015-07,0.0,0.0,0.0,0.0,0.0,0.0
2015-07,2300.0,0.0,33.0,0.0,0.0,0.0
2015-07,179.0,1.0,0.0,8.0,0.0,0.0
2015-07,57.0,0.0,0.0,0.0,0.0,0.0
2015-07,0.0,0.0,0.0,0.0,0.0,0.0
2015-07,738.0,0.0,0.0,0.0,0.0,0.0
2015-07,1000.0,0.0,2.0,6.0,14.0,0.0
2015-07,186.0,0.0,3.0,0.0,0.0,0.0
2015-07,428.0,0.0,4.0,3.0,0.0,0.0
2015-07,65.0,1.0,0.0,0.0,0.0,0.0
2015-06,541.0,1.0,6.0,0.0,0.0,0.0
2015-06,113.0,0.0,5.0,3.0,0.0,0.0
2015-06,587.0,0.0,5.0,0.0,0.0,0.0
2015-06,162.0,0.0,2.0,0.0,0.0,0.0
2015-06,3763.0,0.0,10.0,0.0,0.0,0.0
2015-06,722.0,0.0,0.0,0.0,0.0,0.0
2015-06,119.0,0.0,0.0,0.0,0.0,0.0
2015-06,59.0,0.0,0.0,0.0,0.0,0.0
2015-06,0.0,0.0,0.0,0.0,0.0,0.0
2015-06,1989.0,0.0,2.0,0.0,0.0,0.0
2015-06,279.0,1.0,2.0,0.0,0.0,0.0
2015-06,15.0,0.0,0.0,0.0,0.0,0.0
2015-06,0.0,0.0,0.0,0.0,0.0,0.0
2015-06,126.0,0.0,0.0,1.0,0.0,0.0
2015-06,0.0,0.0,0.0,0.0,0.0,0.0
2015-06,742.0,0.0,1.0,1.0,0.0,0.0
2015-06,24.0,0.0,1.0,0.0,0.0,0.0
2015-06,222.0,0.0,1.0,0.0,0.0,0.0
2015-06,178.0,0.0,2.0,0.0,0.0,0.0
2015-06,529.0,0.0,1.0,0.0,0.0,0.0
2015-06,127.0,0.0,0.0,0.0,0.0,0.0
2015-06,0.0,0.0,0.0,0.0,0.0,0.0
2015-06,91.0,0.0,1.0,0.0,2.0,0.0
2015-06,284.0,0.0,0.0,1.0,0.0,0.0
2015-06,313.0,0.0,1.0,0.0,0.0,0.0
2015-06,358.0,0.0,0.0,4.0,0.0,0.0
2015-06,207.0,2.0,1.0,0.0,0.0,0.0
2015-06,949.0,0.0,5.0,0.0,0.0,0.0
2015-06,83.0,7.0,1.0,2.0,0.0,0.0
2015-06,14.0,0.0,0.0,0.0,0.0,0.0
2015-06,164.0,0.0,2.0,0.0,0.0,0.0
2015-06,63.0,0.0,0.0,3.0,0.0,0.0
2015-06,140.0,0.0,0.0,0.0,0.0,0.0
2015-06,307.0,0.0,2.0,0.0,0.0,0.0
2015-06,444.0,0.0,1.0,0.0,6.0,0.0
2015-06,459.0,1.0,13.0,0.0,0.0,0.0
2015-06,57.0,0.0,0.0,0.0,0.0,0.0
2015-06,1118.0,0.0,11.0,1.0,0.0,0.0
2015-06,679.0,0.0,9.0,0.0,0.0,0.0
2015-06,0.0,0.0,0.0,0.0,0.0,0.0
2015-06,0.0,0.0,0.0,2.0,0.0,0.0
2015-06,26.0,0.0,0.0,0.0,0.0,0.0
2015-06,31.0,0.0,0.0,0.0,0.0,0.0
2015-06,351.0,0.0,1.0,1.0,0.0,0.0
