month,handgun,prepawn_handgun,redemption_handgun,returned_handgun,rentals_handgun,private_sale_handgun,return_to_seller_handgun
2016-02,61933.0,0.0,0.0,553.0,,0.0,0.0
2016-02,885.0,0.0,4.0,0.0,,0.0,0.0
2016-02,1288.0,0.0,6.0,0.0,,17.0,0.0
2016-02,15746.0,7.0,1621.0,18.0,,10.0,2.0
2016-02,4170.0,1.0,172.0,0.0,,3.0,0.0
2016-02,36439.0,0.0,0.0,26.0,,0.0,0.0
2016-02,72584.0,53.0,9924.0,1.0,,47.0,4.0
2016-02,4413.0,0.0,325.0,174.0,,0.0,0.0
2016-02,2273.0,0.0,1.0,0.0,,2.0,0.0
2016-02,25.0,0.0,0.0,0.0,,0.0,0.0
2016-02,30085.0,0.0,0.0,4.0,,0.0,0.0
2016-02,20583.0,3.0,1820.0,330.0,,578.0,5.0
2016-02,10746.0,6.0,1615.0,5.0,,11.0,3.0
2016-02,19465.0,0.0,173.0,22.0,,5.0,0.0
2016-02,2287.0,3.0,209.0,0.0,,0.0,1.0
2016-01,25445.0,8.0,1978.0,0.0,,16.0,0.0
2016-01,2859.0,5.0,140.0,13.0,,2.0,0.0
2016-01,15745.0,7.0,1304.0,76.0,,10.0,4.0
2016-01,7954.0,11.0,857.0,0.0,,3.0,1.0
2016-01,52139.0,0.0,530.0,0.0,,0.0,0.0
2016-01,23518.0,0.0,0.0,176.0,,0.0,0.0
2016-01,13096.0,0.0,0.0,0.0,,0.0,0.0
2016-01,2548.0,5.0,11.0,0.0,,89.0,3.0
2016-01,52.0,0.0,0.0,0.0,,0.0,0.0
2016-01,62085.0,13.0,2368.0,45.0,,42.0,0.0
2016-01,18236.0,14.0,1657.0,0.0,,6.0,0.0
2016-01,102.0,0.0,0.0,0.0,,0.0,0.0
2016-01,0.0,0.0,0.0,0.0,,0.0,0.0
2016-01,4221.0,2.0,264.0,3.0,,1.0,0.0
2016-01,32112.0,0.0,0.0,0.0,,0.0,0.0
2016-01,29653.0,4.0,38.0,14.0,,33.0,3.0
2016-01,292.0,0.0,0.0,10.0,,0.0,0.0
2016-01,9196.0,0.0,500.0,0.0,,10.0,2.0
2016-01,13847.0,11.0,1294.0,3.0,,13.0,0.0
2016-01,15485.0,0.0,918.0,0.0,,0.0,0.0
2016-01,4625.0,1.0,84.0,2.0,,0.0,0.0
2016-01,0.0,0.0,0.0,0.0,,0.0,0.0
2016-01,3981.0,0.0,52.0,19.0,,1.0,0.0
2016-01,7211.0,0.0,3.0,0.0,,41.0,3.0
2016-01,17641.0,1.0,7.0,50.0,,6.0,0.0
2016-01,12426.0,1.0,172.0,8.0,,14.0,1.0
2016-01,10257.0,23.0,931.0,0.0,,6.0,1.0
2016-01,28980.0,9.0,984.0,94.0,,73.0,0.0
2016-01,3354.0,4.0,387.0,13.0,,3.0,1.0
2016-01,179.0,0.0,8.0,4.0,,0.0,0.0
2016-01,6064.0,0.0,304.0,1.0,,0.0,0.0
2016-01,7146.0,0.0,0.0,44.0,,25.0,0.0
2016-01,4520.0,0.0,0.0,0.0,,0.0,0.0
2016-01,5921.0,5.0,419.0,43.0,,6.0,0.0
2016-01,12020.0,2.0,25.0,0.0,,304.0,7.0
2016-01,1350.0,22.0,1456.0,0.0,,8.0,0.0
2016-01,2159.0,1.0,52.0,0.0,,1.0,0.0
2016-01,38028.0,18.0,1187.0,0.0,,26.0,1.0
2016-01,18688.0,10.0,1602.0,0.0,,20.0,1.0
2016-01,15930.0,0.0,0.0,0.0,,0.0,0.0
2016-01,57355.0,0.0,0.0,492.0,,0.0,0.0
2016-01,940.0,0.0,8.0,0.0,,0.0,1.0
2016-01,1413.0,0.0,4.0,0.0,,20.0,0.0
2016-01,12380.0,3.0,837.0,20.0,,10.0,1.0
2016-01,3782.0,1.0,100.0,0.0,,1.0,0.0
2016-01,30411.0,0.0,0.0,39.0,,0.0,0.0
2016-01,72626.0,44.0,5970.0,1.0,,50.0,3.0
2016-01,4662.0,1.0,200.0,134.0,,0.0,0.0
2016-01,1863.0,0.0,5.0,0.0,,1.0,0.0
2016-01,26.0,0.0,0.0,0.0,,0.0,0.0
2016-01,27033.0,0.0,0.0,1.0,,0.0,0.0
2016-01,20427.0,10.0,1212.0,365.0,,555.0,5.0
2016-01,7419.0,5.0,826.0,1.0,,5.0,0.0
2016-01,17969.0,0.0,103.0,20.0,,6.0,0.0
2016-01,2181.0,2.0,114.0,0.0,,3.0,0.0
2015-12,47605.0,18.0,2579.0,0.0,,12.0,2.0
2015-12,5265.0,5.0,150.0,18.0,,1.0,0.0
2015-12,25562.0,6.0,1384.0,73.0,,6.0,1.0
2015-12,13780.0,8.0,1109.0,0.0,,9.0,0.0
2015-12,74399.0,0.0,580.0,0.0,,0.0,0.0
2015-12,34653.0,0.0,0.0,160.0,,0.0,0.0
2015-12,17828.0,0.0,0.0,0.0,,0.0,0.0
2015-12,3615.0,6.0,14.0,0.0,,100.0,3.0
2015-12,76.0,0.0,0.0,0.0,,0.0,0.0
2015-12,86940.0,22.0,2637.0,45.0,,64.0,1.0
2015-12,34974.0,13.0,2061.0,0.0,,25.0,4.0
2015-12,145.0,0.0,0.0,0.0,,0.0,0.0
2015-12,0.0,0.0,0.0,1.0,,0.0,0.0
2015-12,7023.0,0.0,283.0,5.0,,3.0,0.0
2015-12,37193.0,0.0,0.0,0.0,,0.0,0.0
2015-12,44150.0,1.0,34.0,22.0,,34.0,1.0
2015-12,436.0,0.0,1.0,2.0,,0.0,0.0
2015-12,12324.0,2.0,611.0,2.0,,15.0,0.0
2015-12,25569.0,15.0,1704.0,5.0,,17.0,2.0
2015-12,27778.0,6.0,1127.0,0.0,,6.0,0.0
2015-12,7493.0,0.0,96.0,7.0,,2.0,0.0
2015-12,0.0,0.0,0.0,0.0,,0.0,0.0
2015-12,4750.0,1.0,58.0,11.0,,5.0,10.0
2015-12,9398.0,0.0,4.0,0.0,,62.0,0.0
2015-12,25578.0,0.0,12.0,73.0,,8.0,0.0
2015-12,16319.0,3.0,209.0,18.0,,4.0,0.0
2015-12,20000.0,22.0,1364.0,0.0,,6.0,0.0
2015-12,43300.0,14.0,1352.0,89.0,,58.0,1.0
2015-12,5902.0,2.0,397.0,4.0,,3.0,2.0
2015-12,282.0,0.0,6.0,5.0,,0.0,0.0
2015-12,9510.0,0.0,301.0,0.0,,0.0,0.0
2015-12,9537.0,0.0,0.0,43.0,,20.0,0.0
2015-12,4304.0,0.0,0.0,0.0,,0.0,0.0
2015-12,9027.0,4.0,468.0,36.0,,3.0,0.0
2015-12,15179.0,2.0,26.0,0.0,,334.0,9.0
2015-12,2536.0,15.0,2088.0,0.0,,9.0,0.0
2015-12,3056.0,1.0,69.0,0.0,,1.0,0.0
2015-12,60280.0,18.0,1399.0,0.0,,31.0,1.0
2015-12,28388.0,17.0,1815.0,0.0,,32.0,2.0
2015-12,23952.0,0.0,0.0,0.0,,0.0,0.0
2015-12,90055.0,0.0,0.0,402.0,,0.0,0.0
2015-12,1048.0,0.0,3.0,0.0,,0.0,0.0
2015-12,1663.0,0.0,7.0,0.0,,14.0,0.0
2015-12,21019.0,1.0,1087.0,18.0,,10.0,4.0
2015-12,5240.0,0.0,127.0,0.0,,2.0,0.0
2015-12,51923.0,0.0,0.0,31.0,,0.0,0.0
2015-12,107224.0,47.0,6643.0,1.0,,60.0,1.0
2015-12,8559.0,1.0,238.0,167.0,,0.0,0.0
2015-12,2428.0,0.0,1.0,0.0,,2.0,1.0
2015-12,34.0,0.0,0.0,0.0,,0.0,0.0
2015-12,41097.0,0.0,0.0,3.0,,0.0,0.0
2015-12,29473.0,9.0,1259.0,370.0,,497.0,8.0
2015-12,15080.0,3.0,1012.0,4.0,,6.0,0.0
2015-12,24898.0,0.0,133.0,18.0,,9.0,0.0
2015-12,3900.0,2.0,177.0,0.0,,3.0,0.0
2015-11,23022.0,14.0,2179.0,0.0,,13.0,3.0
2015-11,3062.0,9.0,100.0,18.0,,0.0,0.0
2015-11,12382.0,5.0,1273.0,76.0,,9.0,1.0
2015-11,6359.0,12.0,922.0,0.0,,6.0,0.0
2015-11,41181.0,0.0,480.0,0.0,,0.0,0.0
2015-11,19784.0,0.0,0.0,144.0,,0.0,0.0
2015-11,11594.0,0.0,0.0,0.0,,0.0,0.0
2015-11,2152.0,3.0,17.0,0.0,,59.0,4.0
2015-11,54.0,0.0,0.0,0.0,,0.0,0.0
2015-11,50796.0,8.0,2248.0,40.0,,36.0,0.0
2015-11,16635.0,10.0,1772.0,0.0,,10.0,0.0
2015-11,100.0,0.0,1.0,0.0,,0.0,0.0
2015-11,0.0,0.0,0.0,1.0,,0.0,0.0
2015-11,3609.0,0.0,273.0,22.0,,1.0,0.0
2015-11,24412.0,0.0,0.0,0.0,,0.0,0.0
2015-11,25519.0,2.0,13.0,28.0,,31.0,2.0
2015-11,267.0,0.0,0.0,4.0,,0.0,0.0
2015-11,7086.0,1.0,486.0,2.0,,6.0,0.0
2015-11,12155.0,9.0,1491.0,2.0,,6.0,0.0
2015-11,14708.0,5.0,884.0,0.0,,1.0,0.0
2015-11,4048.0,0.0,70.0,6.0,,4.0,0.0
2015-11,0.0,0.0,0.0,0.0,,0.0,0.0
2015-11,3220.0,0.0,72.0,14.0,,1.0,0.0
2015-11,6083.0,0.0,2.0,1.0,,42.0,0.0
2015-11,13634.0,1.0,5.0,69.0,,4.0,2.0
2015-11,9373.0,1.0,176.0,8.0,,2.0,0.0
2015-11,9785.0,28.0,1171.0,0.0,,6.0,2.0
2015-11,21135.0,11.0,1131.0,99.0,,33.0,0.0
2015-11,2848.0,1.0,391.0,11.0,,0.0,0.0
2015-11,173.0,1.0,5.0,7.0,,0.0,0.0
2015-11,4889.0,0.0,284.0,1.0,,0.0,0.0
2015-11,4847.0,0.0,0.0,69.0,,2.0,0.0
2015-11,3462.0,0.0,0.0,0.0,,0.0,0.0
2015-11,5247.0,2.0,397.0,33.0,,0.0,1.0
2015-11,8650.0,0.0,16.0,0.0,,243.0,5.0
2015-11,1370.0,16.0,1771.0,0.0,,2.0,1.0
2015-11,1720.0,0.0,65.0,0.0,,1.0,0.0
2015-11,34878.0,24.0,1228.0,0.0,,21.0,1.0
2015-11,15005.0,11.0,1639.0,0.0,,11.0,0.0
2015-11,13586.0,0.0,0.0,0.0,,0.0,0.0
2015-11,62752.0,0.0,0.0,446.0,,0.0,0.0
2015-11,1033.0,0.0,6.0,0.0,,0.0,0.0
2015-11,954.0,0.0,3.0,0.0,,12.0,1.0
2015-11,11452.0,3.0,979.0,16.0,,4.0,1.0
2015-11,2765.0,0.0,123.0,0.0,,1.0,0.0
2015-11,28815.0,0.0,0.0,17.0,,0.0,0.0
2015-11,56941.0,29.0,5748.0,1.0,,42.0,1.0
2015-11,4314.0,0.0,209.0,140.0,,0.0,0.0
2015-11,1189.0,0.0,0.0,0.0,,0.0,0.0
2015-11,13.0,0.0,0.0,0.0,,0.0,0.0
2015-11,24052.0,0.0,0.0,10.0,,0.0,0.0
2015-11,15822.0,8.0,1096.0,356.0,,444.0,6.0
2015-11,6953.0,4.0,923.0,0.0,,3.0,0.0
2015-11,13700.0,0.0,124.0,15.0,,10.0,0.0
2015-11,1745.0,0.0,132.0,0.0,,1.0,0.0
2015-10,17810.0,15.0,2642.0,0.0,,9.0,2.0
2015-10,4016.0,8.0,346.0,17.0,,3.0,0.0
2015-10,10928.0,3.0,1459.0,114.0,,9.0,1.0
2015-10,5524.0,11.0,1105.0,0.0,,4.0,0.0
2015-10,37977.0,0.0,523.0,0.0,,0.0,0.0
2015-10,17059.0,0.0,0.0,148.0,,0.0,0.0
2015-10,9306.0,0.0,0.0,0.0,,0.0,0.0
2015-10,1786.0,1.0,13.0,0.0,,54.0,2.0
2015-10,66.0,0.0,0.0,1.0,,0.0,0.0
2015-10,45304.0,13.0,2808.0,52.0,,31.0,0.0
2015-10,13192.0,6.0,2054.0,0.0,,6.0,3.0
2015-10,119.0,0.0,0.0,0.0,,0.0,0.0
2015-10,0.0,0.0,0.0,2.0,,0.0,0.0
2015-10,2873.0,4.0,344.0,10.0,,5.0,0.0
2015-10,19306.0,0.0,0.0,0.0,,0.0,0.0
2015-10,18633.0,1.0,26.0,52.0,,43.0,2.0
2015-10,172.0,0.0,2.0,3.0,,0.0,0.0
2015-10,5542.0,3.0,613.0,1.0,,7.0,0.0
2015-10,9520.0,5.0,1875.0,2.0,,9.0,0.0
2015-10,11765.0,5.0,1105.0,0.0,,8.0,1.0
2015-10,4028.0,0.0,114.0,10.0,,3.0,0.0
2015-10,0.0,0.0,0.0,0.0,,0.0,0.0
2015-10,3389.0,0.0,68.0,7.0,,5.0,2.0
2015-10,5226.0,0.0,2.0,1.0,,45.0,0.0
2015-10,10948.0,0.0,3.0,89.0,,6.0,0.0
2015-10,8661.0,2.0,218.0,8.0,,7.0,0.0
2015-10,7726.0,25.0,1449.0,0.0,,8.0,0.0
2015-10,18686.0,13.0,1340.0,101.0,,39.0,1.0
2015-10,2701.0,2.0,477.0,7.0,,3.0,1.0
2015-10,168.0,0.0,6.0,4.0,,0.0,0.0
2015-10,4292.0,0.0,308.0,1.0,,0.0,0.0
2015-10,4303.0,0.0,0.0,60.0,,3.0,0.0
2015-10,3668.0,0.0,0.0,0.0,,0.0,0.0
2015-10,5346.0,3.0,522.0,58.0,,2.0,1.0
2015-10,8329.0,0.0,8.0,0.0,,289.0,7.0
2015-10,1203.0,13.0,2090.0,0.0,,2.0,1.0
2015-10,1634.0,0.0,58.0,0.0,,7.0,0.0
2015-10,27354.0,20.0,1555.0,1.0,,22.0,4.0
2015-10,11653.0,9.0,1968.0,0.0,,16.0,2.0
2015-10,13732.0,0.0,0.0,0.0,,0.0,0.0
2015-10,50119.0,0.0,0.0,474.0,,0.0,0.0
2015-10,1057.0,0.0,3.0,0.0,,0.0,1.0
2015-10,923.0,1.0,1.0,0.0,,15.0,0.0
2015-10,8301.0,3.0,1199.0,11.0,,5.0,2.0
2015-10,2483.0,1.0,164.0,0.0,,0.0,0.0
2015-10,24423.0,0.0,0.0,29.0,,0.0,0.0
2015-10,43428.0,32.0,6869.0,0.0,,23.0,2.0
2015-10,2831.0,2.0,251.0,203.0,,0.0,0.0
2015-10,1183.0,0.0,1.0,0.0,,1.0,2.0
2015-10,19.0,0.0,0.0,0.0,,0.0,0.0
2015-10,20672.0,0.0,0.0,1.0,,0.0,0.0
2015-10,14937.0,8.0,1357.0,337.0,,416.0,3.0
2015-10,6286.0,6.0,1185.0,3.0,,10.0,1.0
2015-10,12731.0,0.0,141.0,33.0,,6.0,0.0
2015-10,1535.0,1.0,169.0,0.0,,1.0,0.0
2015-09,16038.0,13.0,2318.0,0.0,,4.0,2.0
2015-09,2294.0,2.0,171.0,8.0,,6.0,0.0
2015-09,10378.0,2.0,1350.0,116.0,,5.0,1.0
2015-09,5356.0,5.0,1041.0,0.0,,6.0,2.0
2015-09,31897.0,0.0,506.0,0.0,,0.0,0.0
2015-09,15186.0,0.0,0.0,134.0,,0.0,0.0
2015-09,8330.0,0.0,0.0,0.0,,0.0,0.0
2015-09,1503.0,3.0,25.0,0.0,,31.0,0.0
2015-09,40.0,0.0,0.0,0.0,,0.0,0.0
2015-09,40647.0,11.0,2501.0,1.0,,13.0,0.0
2015-09,12323.0,10.0,2026.0,0.0,,10.0,0.0
2015-09,117.0,0.0,0.0,0.0,,0.0,0.0
2015-09,0.0,0.0,0.0,0.0,,0.0,0.0
2015-09,2782.0,1.0,326.0,5.0,,2.0,0.0
2015-09,17451.0,0.0,0.0,0.0,,0.0,0.0
2015-09,16754.0,1.0,15.0,12.0,,14.0,1.0
2015-09,191.0,0.0,3.0,5.0,,0.0,0.0
2015-09,4889.0,1.0,550.0,0.0,,5.0,0.0
2015-09,8437.0,4.0,1828.0,0.0,,2.0,0.0
2015-09,16564.0,5.0,1025.0,0.0,,7.0,0.0
2015-09,3272.0,0.0,87.0,10.0,,1.0,2.0
2015-09,0.0,0.0,0.0,0.0,,0.0,0.0
2015-09,2615.0,1.0,60.0,3.0,,1.0,0.0
2015-09,4543.0,0.0,4.0,0.0,,22.0,0.0
2015-09,9276.0,0.0,4.0,60.0,,4.0,0.0
2015-09,7639.0,1.0,246.0,16.0,,3.0,0.0
2015-09,9974.0,27.0,1294.0,0.0,,2.0,0.0
2015-09,16053.0,10.0,1173.0,83.0,,23.0,2.0
2015-09,2641.0,1.0,475.0,4.0,,5.0,0.0
2015-09,138.0,0.0,6.0,7.0,,0.0,0.0
2015-09,4183.0,0.0,293.0,2.0,,0.0,0.0
2015-09,3802.0,0.0,0.0,55.0,,1.0,0.0
2015-09,3215.0,0.0,0.0,0.0,,0.0,0.0
2015-09,4763.0,4.0,504.0,40.0,,3.0,1.0
2015-09,7532.0,2.0,13.0,0.0,,225.0,4.0
2015-09,1131.0,14.0,1923.0,0.0,,4.0,2.0
2015-09,1399.0,0.0,70.0,0.0,,1.0,0.0
2015-09,23309.0,15.0,1326.0,2.0,,10.0,0.0
2015-09,10331.0,5.0,1814.0,0.0,,7.0,1.0
2015-09,10419.0,0.0,0.0,0.0,,0.0,0.0
2015-09,42205.0,0.0,0.0,431.0,,0.0,0.0
2015-09,1036.0,0.0,5.0,0.0,,0.0,0.0
2015-09,816.0,0.0,6.0,0.0,,5.0,0.0
2015-09,8089.0,4.0,1024.0,21.0,,2.0,0.0
2015-09,2119.0,0.0,139.0,0.0,,0.0,0.0
2015-09,21223.0,0.0,0.0,28.0,,0.0,0.0
2015-09,39567.0,42.0,6323.0,0.0,,19.0,2.0
2015-09,2735.0,1.0,246.0,193.0,,0.0,0.0
2015-09,1091.0,0.0,1.0,0.0,,0.0,0.0
2015-09,25.0,0.0,0.0,0.0,,0.0,0.0
2015-09,18720.0,0.0,0.0,2.0,,0.0,0.0
2015-09,13341.0,5.0,1314.0,398.0,,356.0,3.0
2015-09,5537.0,4.0,1099.0,2.0,,8.0,0.0
2015-09,11463.0,0.0,132.0,29.0,,4.0,1.0
2015-09,1498.0,2.0,176.0,0.0,,3.0,2.0
2015-08,17991.0,13.0,2225.0,0.0,,0.0,0.0
2015-08,2570.0,6.0,182.0,17.0,,0.0,0.0
2015-08,9987.0,2.0,1240.0,84.0,,0.0,0.0
2015-08,5352.0,4.0,937.0,0.0,,0.0,0.0
2015-08,33938.0,0.0,498.0,0.0,,0.0,0.0
2015-08,15890.0,0.0,0.0,127.0,,0.0,0.0
2015-08,8418.0,0.0,0.0,0.0,,0.0,0.0
2015-08,1570.0,3.0,25.0,0.0,,0.0,0.0
2015-08,65.0,0.0,0.0,0.0,,0.0,0.0
2015-08,42171.0,16.0,2387.0,0.0,,0.0,0.0
2015-08,12736.0,8.0,1828.0,0.0,,0.0,0.0
2015-08,84.0,0.0,0.0,0.0,,0.0,0.0
2015-08,0.0,0.0,0.0,0.0,,0.0,0.0
2015-08,2723.0,1.0,307.0,7.0,,0.0,0.0
2015-08,18088.0,0.0,0.0,0.0,,0.0,0.0
2015-08,16546.0,1.0,11.0,18.0,,0.0,0.0
2015-08,170.0,0.0,0.0,0.0,,0.0,0.0
2015-08,5378.0,2.0,477.0,3.0,,0.0,0.0
2015-08,8238.0,6.0,1621.0,7.0,,0.0,0.0
2015-08,13992.0,3.0,981.0,0.0,,0.0,0.0
2015-08,2966.0,0.0,100.0,5.0,,0.0,0.0
2015-08,0.0,0.0,0.0,0.0,,0.0,0.0
2015-08,2783.0,1.0,59.0,3.0,,0.0,0.0
2015-08,5177.0,0.0,2.0,0.0,,0.0,0.0
2015-08,9157.0,0.0,8.0,39.0,,0.0,0.0
2015-08,7643.0,0.0,164.0,13.0,,0.0,0.0
2015-08,7830.0,27.0,1157.0,0.0,,0.0,0.0
2015-08,16501.0,9.0,1128.0,110.0,,0.0,0.0
2015-08,2688.0,1.0,501.0,4.0,,0.0,0.0
2015-08,140.0,0.0,6.0,2.0,,0.0,0.0
2015-08,3949.0,0.0,280.0,0.0,,0.0,0.0
2015-08,3870.0,1.0,0.0,77.0,,0.0,0.0
2015-08,3555.0,0.0,0.0,0.0,,0.0,0.0
2015-08,5029.0,1.0,455.0,55.0,,0.0,0.0
2015-08,7501.0,1.0,10.0,0.0,,200.0,3.0
2015-08,1063.0,7.0,1741.0,0.0,,0.0,0.0
2015-08,1409.0,0.0,66.0,0.0,,0.0,0.0
2015-08,23147.0,17.0,1283.0,1.0,,0.0,0.0
2015-08,11425.0,3.0,1759.0,0.0,,0.0,0.0
2015-08,10589.0,0.0,0.0,0.0,,0.0,0.0
2015-08,41542.0,0.0,0.0,402.0,,0.0,0.0
2015-08,1070.0,0.0,8.0,0.0,,0.0,0.0
2015-08,740.0,0.0,5.0,0.0,,0.0,0.0
2015-08,8487.0,5.0,1034.0,12.0,,0.0,0.0
2015-08,2233.0,0.0,126.0,0.0,,0.0,0.0
2015-08,22983.0,0.0,0.0,30.0,,0.0,0.0
2015-08,41503.0,21.0,6028.0,0.0,,0.0,0.0
2015-08,2689.0,0.0,226.0,148.0,,0.0,0.0
2015-08,1171.0,0.0,0.0,0.0,,0.0,0.0
2015-08,18.0,0.0,0.0,0.0,,0.0,0.0
2015-08,18252.0,0.0,0.0,3.0,,0.0,0.0
2015-08,12705.0,3.0,1241.0,369.0,,239.0,2.0
2015-08,5565.0,1.0,960.0,0.0,,0.0,0.0
2015-08,11549.0,0.0,137.0,29.0,,0.0,0.0
2015-08,1578.0,1.0,178.0,0.0,,0.0,0.0
2015-07,17698.0,14.0,2586.0,0.0,,0.0,0.0
2015-07,2709.0,11.0,199.0,16.0,,0.0,0.0
2015-07,10226.0,4.0,1325.0,82.0,,0.0,0.0
2015-07,5216.0,1.0,1072.0,0.0,,0.0,0.0
2015-07,39980.0,0.0,585.0,0.0,,0.0,0.0
2015-07,15828.0,0.0,0.0,164.0,,0.0,0.0
2015-07,8660.0,0.0,0.0,0.0,,0.0,0.0
2015-07,1523.0,3.0,22.0,0.0,,0.0,0.0
2015-07,59.0,0.0,0.0,0.0,,0.0,0.0
2015-07,42570.0,11.0,2542.0,1.0,,0.0,0.0
2015-07,12674.0,8.0,2004.0,0.0,,0.0,0.0
2015-07,119.0,0.0,0.0,0.0,,0.0,0.0
2015-07,0.0,0.0,0.0,1.0,,0.0,0.0
2015-07,2576.0,1.0,327.0,1.0,,0.0,0.0
2015-07,18469.0,0.0,0.0,0.0,,0.0,0.0
2015-07,15416.0,2.0,9.0,26.0,,0.0,0.0
2015-07,120.0,0.0,2.0,0.0,,0.0,0.0
2015-07,5641.0,4.0,572.0,0.0,,0.0,0.0
2015-07,8223.0,7.0,1840.0,4.0,,0.0,0.0
2015-07,11858.0,4.0,1033.0,0.0,,0.0,0.0
2015-07,2973.0,1.0,98.0,5.0,,0.0,0.0
2015-07,0.0,0.0,0.0,0.0,,0.0,0.0
2015-07,2918.0,0.0,61.0,3.0,,0.0,0.0
2015-07,4617.0,0.0,2.0,0.0,,0.0,0.0
2015-07,8837.0,0.0,6.0,27.0,,0.0,0.0
2015-07,6949.0,1.0,217.0,11.0,,0.0,0.0
2015-07,7869.0,43.0,1368.0,0.0,,0.0,0.0
2015-07,16736.0,5.0,1234.0,108.0,,0.0,0.0
2015-07,2563.0,2.0,439.0,7.0,,0.0,0.0
2015-07,103.0,0.0,6.0,9.0,,0.0,0.0
2015-07,4074.0,0.0,289.0,0.0,,0.0,0.0
2015-07,3675.0,0.0,0.0,37.0,,0.0,0.0
2015-07,3925.0,0.0,0.0,0.0,,0.0,0.0
2015-07,4745.0,0.0,481.0,37.0,,0.0,0.0
2015-07,8140.0,0.0,11.0,1.0,,202.0,1.0
2015-07,964.0,8.0,2120.0,0.0,,0.0,0.0
2015-07,1400.0,1.0,62.0,0.0,,0.0,0.0
2015-07,23344.0,15.0,1423.0,1.0,,0.0,0.0
2015-07,11162.0,3.0,1844.0,0.0,,0.0,0.0
2015-07,9956.0,0.0,0.0,0.0,,0.0,0.0
2015-07,38287.0,0.0,0.0,405.0,,0.0,0.0
2015-07,1083.0,0.0,6.0,0.0,,0.0,0.0
2015-07,739.0,0.0,5.0,0.0,,0.0,0.0
2015-07,8486.0,7.0,1070.0,13.0,,0.0,0.0
2015-07,1926.0,0.0,152.0,0.0,,0.0,0.0
2015-07,22803.0,0.0,0.0,0.0,,0.0,0.0
2015-07,41237.0,38.0,6195.0,0.0,,0.0,0.0
2015-07,2586.0,0.0,241.0,204.0,,0.0,0.0
2015-07,1178.0,0.0,1.0,0.0,,0.0,0.0
2015-07,28.0,0.0,0.0,0.0,,0.0,0.0
2015-07,19564.0,0.0,0.0,5.0,,0.0,0.0
2015-07,12222.0,6.0,1289.0,384.0,,183.0,3.0
2015-07,5632.0,5.0,1115.0,0.0,,0.0,0.0
2015-07,11408.0,0.0,137.0,34.0,,0.0,0.0
2015-07,1512.0,2.0,160.0,0.0,,0.0,0.0
2015-06,15299.0,15.0,2253.0,0.0,,0.0,0.0
2015-06,2612.0,6.0,188.0,21.0,,0.0,0.0
2015-06,9616.0,4.0,1150.0,76.0,,0.0,0.0
2015-06,4881.0,4.0,984.0,0.0,,0.0,0.0
2015-06,33287.0,0.0,483.0,0.0,,0.0,0.0
2015-06,15127.0,0.0,0.0,138.0,,0.0,0.0
2015-06,9429.0,0.0,0.0,0.0,,0.0,0.0
2015-06,1589.0,4.0,24.0,0.0,,0.0,0.0
2015-06,45.0,0.0,0.0,0.0,,0.0,0.0
2015-06,39592.0,7.0,2404.0,0.0,,0.0,0.0
2015-06,11502.0,14.0,1807.0,0.0,,0.0,0.0
2015-06,108.0,0.0,0.0,0.0,,0.0,0.0
2015-06,0.0,0.0,0.0,1.0,,0.0,0.0
2015-06,2381.0,2.0,306.0,0.0,,0.0,0.0
2015-06,17666.0,0.0,0.0,0.0,,0.0,0.0
2015-06,14845.0,3.0,6.0,13.0,,0.0,0.0
2015-06,184.0,0.0,2.0,0.0,,0.0,0.0
2015-06,4610.0,3.0,473.0,0.0,,0.0,0.0
2015-06,7280.0,2.0,1590.0,7.0,,0.0,0.0
2015-06,10584.0,3.0,881.0,0.0,,0.0,0.0
2015-06,2906.0,0.0,80.0,4.0,,0.0,0.0
2015-06,0.0,0.0,0.0,0.0,,0.0,0.0
2015-06,2929.0,1.0,56.0,3.0,,0.0,0.0
2015-06,4398.0,0.0,2.0,2.0,,0.0,0.0
2015-06,8683.0,0.0,5.0,61.0,,0.0,0.0
2015-06,7117.0,1.0,175.0,16.0,,0.0,0.0
2015-06,6160.0,40.0,1197.0,0.0,,0.0,0.0
2015-06,16285.0,11.0,1055.0,112.0,,0.0,0.0
2015-06,2514.0,4.0,427.0,4.0,,0.0,0.0
2015-06,142.0,0.0,3.0,0.0,,0.0,0.0
2015-06,3778.0,0.0,243.0,0.0,,0.0,0.0
2015-06,3745.0,0.0,0.0,74.0,,0.0,0.0
2015-06,4261.0,0.0,0.0,0.0,,0.0,0.0
2015-06,4546.0,1.0,400.0,39.0,,0.0,0.0
2015-06,8140.0,0.0,12.0,0.0,,207.0,2.0
2015-06,1034.0,7.0,1789.0,0.0,,0.0,0.0
2015-06,1335.0,3.0,67.0,0.0,,0.0,0.0
2015-06,22545.0,21.0,1203.0,3.0,,0.0,0.0
2015-06,10529.0,10.0,1742.0,0.0,,0.0,0.0
2015-06,9661.0,0.0,0.0,0.0,,0.0,0.0
2015-06,39007.0,0.0,0.0,395.0,,0.0,0.0
2015-06,1228.0,0.0,7.0,0.0,,0.0,0.0
2015-06,797.0,0.0,3.0,0.0,,0.0,0.0
2015-06,7693.0,7.0,995.0,5.0,,0.0,0.0
2015-06,1866.0,3.0,121.0,0.0,,0.0,0.0
2015-06,18596.0,0.0,0.0,0.0,,0.0,0.0
2015-06,43199.0,24.0,5749.0,0.0,,0.0,0.0
2015-06,2549.0,0.0,195.0,177.0,,0.0,0.0
