month,long_gun,prepawn_long_gun,redemption_long_gun,returned_long_gun,rentals_long_gun,private_sale_long_gun,return_to_seller_long_gun
2017-12,8110.0,2.0,126.0,29.0,0.0,26.0,0.0
2017-12,3448.0,0.0,7.0,0.0,0.0,65.0,2.0
2017-12,13836.0,3.0,219.0,10.0,0.0,15.0,0.0
2017-12,10334.0,0.0,287.0,9.0,0.0,17.0,0.0
2017-12,16470.0,24.0,1405.0,0.0,0.0,33.0,0.0
2017-12,27288.0,5.0,968.0,25.0,0.0,63.0,3.0
2017-12,6060.0,6.0,667.0,3.0,0.0,13.0,0.0
2017-12,3773.0,1.0,61.0,3.0,0.0,4.0,0.0
2017-12,4188.0,0.0,139.0,0.0,0.0,0.0,0.0
2017-12,3690.0,1.0,9.0,5.0,0.0,6.0,0.0
2017-12,5089.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12,7494.0,10.0,519.0,0.0,0.0,15.0,0.0
2017-12,19662.0,2.0,37.0,50.0,2.0,300.0,8.0
2017-12,25060.0,24.0,2014.0,0.0,5.0,70.0,2.0
2017-12,3285.0,2.0,106.0,0.0,0.0,52.0,0.0
2017-12,27651.0,3.0,670.0,1.0,0.0,36.0,1.0
2017-12,18071.0,23.0,1444.0,0.0,0.0,71.0,2.0
2017-12,15342.0,0.0,0.0,40.0,0.0,0.0,0.0
2017-12,19809.0,0.0,0.0,141.0,0.0,0.0,0.0
2017-12,305.0,1.0,4.0,0.0,0.0,0.0,0.0
2017-12,790.0,0.0,2.0,0.0,0.0,4.0,1.0
2017-12,14083.0,2.0,627.0,4.0,0.0,16.0,0.0
2017-12,5348.0,0.0,171.0,0.0,0.0,10.0,0.0
2017-12,28825.0,0.0,0.0,8.0,0.0,0.0,0.0
2017-12,66779.0,42.0,4276.0,7.0,0.0,131.0,2.0
2017-12,8577.0,2.0,298.0,97.0,0.0,0.0,0.0
2017-12,1824.0,0.0,0.0,0.0,0.0,4.0,0.0
2017-12,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12,25165.0,0.0,0.0,2.0,0.0,0.0,0.0
2017-12,16101.0,14.0,831.0,98.0,0.0,700.0,9.0
2017-12,11484.0,15.0,1136.0,0.0,0.0,33.0,0.0
2017-12,14414.0,2.0,201.0,34.0,0.0,24.0,0.0
2017-12,3104.0,4.0,169.0,0.0,0.0,17.0,1.0
2017-11,11675.0,11.0,1602.0,0.0,0.0,24.0,0.0
2017-11,3244.0,1.0,103.0,13.0,0.0,23.0,0.0
2017-11,10322.0,5.0,679.0,10.0,0.0,20.0,1.0
2017-11,11574.0,27.0,2088.0,0.0,0.0,23.0,3.0
2017-11,35910.0,0.0,422.0,0.0,0.0,0.0,0.0
2017-11,17832.0,0.0,0.0,45.0,0.0,0.0,0.0
2017-11,2708.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11,2244.0,2.0,19.0,0.0,0.0,31.0,1.0
2017-11,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11,31631.0,3.0,1322.0,57.0,0.0,22.0,0.0
2017-11,15244.0,16.0,1465.0,0.0,0.0,39.0,1.0
2017-11,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2017-11,6292.0,10.0,496.0,7.0,0.0,11.0,1.0
2017-11,16102.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11,20820.0,15.0,619.0,1.0,0.0,34.0,3.0
2017-11,4847.0,0.0,58.0,5.0,0.0,10.0,0.0
2017-11,9095.0,3.0,455.0,7.0,0.0,11.0,0.0
2017-11,13718.0,22.0,2059.0,3.0,0.0,40.0,0.0
2017-11,16288.0,16.0,1155.0,0.0,0.0,28.0,1.0
2017-11,4056.0,1.0,145.0,7.0,0.0,15.0,0.0
2017-11,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11,8436.0,5.0,205.0,31.0,0.0,26.0,1.0
2017-11,3782.0,0.0,5.0,3.0,0.0,51.0,2.0
2017-11,18434.0,7.0,415.0,20.0,0.0,22.0,2.0
2017-11,11777.0,3.0,382.0,8.0,0.0,20.0,0.0
2017-11,12312.0,21.0,1742.0,0.0,0.0,15.0,0.0
