month,long_gun,prepawn_long_gun,redemption_long_gun,returned_long_gun,rentals_long_gun,private_sale_long_gun,return_to_seller_long_gun
2015-03,3446.0,1.0,5.0,1.0,,0.0,0.0
2015-03,10617.0,1.0,346.0,23.0,,0.0,0.0
2015-03,12244.0,4.0,455.0,2.0,,0.0,0.0
2015-03,5791.0,24.0,1192.0,0.0,,0.0,0.0
2015-03,15636.0,21.0,1269.0,5.0,,0.0,0.0
2015-03,4804.0,4.0,825.0,0.0,,0.0,0.0
2015-03,2037.0,0.0,75.0,0.0,,0.0,0.0
2015-03,3075.0,0.0,155.0,0.0,,0.0,0.0
2015-03,3215.0,0.0,17.0,8.0,,0.0,0.0
2015-03,3456.0,0.0,0.0,0.0,,0.0,0.0
2015-03,4853.0,3.0,603.0,1.0,,0.0,0.0
2015-03,14574.0,0.0,14.0,0.0,,151.0,12.0
2015-03,12154.0,6.0,2339.0,0.0,,0.0,0.0
2015-03,3302.0,2.0,130.0,0.0,,0.0,0.0
2015-03,20400.0,10.0,918.0,0.0,,0.0,0.0
2015-03,10437.0,4.0,1700.0,0.0,,0.0,0.0
2015-03,11105.0,0.0,0.0,0.0,,0.0,0.0
2015-03,10644.0,0.0,1.0,121.0,,0.0,0.0
2015-03,163.0,0.0,1.0,0.0,,0.0,0.0
2015-03,743.0,0.0,4.0,0.0,,0.0,0.0
2015-03,6364.0,3.0,810.0,0.0,,0.0,0.0
2015-03,4041.0,1.0,197.0,0.0,,0.0,0.0
2015-03,14513.0,0.0,0.0,0.0,,0.0,0.0
2015-03,36853.0,18.0,4732.0,0.0,,0.0,0.0
2015-03,3867.0,0.0,367.0,111.0,,0.0,0.0
2015-03,1485.0,0.0,3.0,0.0,,0.0,0.0
2015-03,3.0,0.0,0.0,0.0,,0.0,0.0
2015-03,15230.0,0.0,0.0,9.0,,0.0,0.0
2015-03,11213.0,6.0,1165.0,120.0,,135.0,4.0
2015-03,6894.0,4.0,1536.0,0.0,,0.0,0.0
2015-03,14421.0,2.0,359.0,0.0,,0.0,0.0
2015-03,2247.0,6.0,188.0,0.0,,0.0,0.0
2015-02,14293.0,7.0,2706.0,0.0,,0.0,0.0
2015-02,2552.0,4.0,211.0,0.0,,0.0,0.0
2015-02,8211.0,3.0,1133.0,2.0,,0.0,0.0
2015-02,7037.0,10.0,2980.0,0.0,,0.0,0.0
2015-02,27480.0,0.0,701.0,0.0,,0.0,0.0
2015-02,12985.0,0.0,1.0,0.0,,0.0,0.0
2015-02,3890.0,0.0,0.0,0.0,,4.0,0.0
2015-02,1681.0,4.0,18.0,0.0,,0.0,0.0
2015-02,0.0,0.0,0.0,0.0,,0.0,0.0
2015-02,24827.0,5.0,1636.0,0.0,,0.0,0.0
2015-02,11166.0,13.0,2986.0,0.0,,0.0,0.0
2015-02,47.0,0.0,0.0,0.0,,0.0,0.0
2015-02,0.0,0.0,0.0,0.0,,0.0,0.0
2015-02,4415.0,1.0,902.0,4.0,,0.0,0.0
2015-02,13379.0,0.0,0.0,0.0,,0.0,0.0
2015-02,13650.0,1.0,973.0,0.0,,0.0,0.0
2015-02,2984.0,0.0,106.0,0.0,,0.0,0.0
2015-02,6109.0,3.0,641.0,0.0,,0.0,0.0
2015-02,9486.0,6.0,3454.0,0.0,,0.0,0.0
2015-02,9717.0,5.0,1544.0,0.0,,0.0,0.0
2015-02,2545.0,0.0,228.0,0.0,,0.0,0.0
2015-02,3.0,0.0,0.0,0.0,,0.0,0.0
2015-02,4670.0,1.0,215.0,0.0,,17.0,1.0
2015-02,2174.0,0.0,2.0,0.0,,0.0,0.0
2015-02,9906.0,2.0,458.0,14.0,,0.0,0.0
2015-02,9858.0,3.0,627.0,2.0,,0.0,0.0
2015-02,6964.0,26.0,2061.0,0.0,,0.0,0.0
2015-02,15858.0,7.0,2362.0,6.0,,0.0,0.0
2015-02,4248.0,6.0,1396.0,0.0,,0.0,0.0
2015-02,2156.0,5.0,118.0,0.0,,0.0,0.0
2015-02,3100.0,0.0,238.0,0.0,,0.0,0.0
2015-02,2529.0,0.0,27.0,0.0,,0.0,0.0
2015-02,3005.0,0.0,0.0,0.0,,0.0,0.0
2015-02,4625.0,0.0,925.0,0.0,,0.0,0.0
2015-02,13343.0,1.0,18.0,0.0,,136.0,4.0
2015-02,14638.0,22.0,3908.0,0.0,,0.0,0.0
2015-02,2783.0,0.0,177.0,0.0,,0.0,0.0
2015-02,18836.0,13.0,1535.0,0.0,,0.0,0.0
2015-02,10864.0,6.0,2677.0,0.0,,0.0,0.0
2015-02,10932.0,0.0,0.0,0.0,,0.0,0.0
2015-02,8727.0,0.0,0.0,117.0,,0.0,0.0
2015-02,187.0,0.0,4.0,0.0,,0.0,0.0
2015-02,635.0,0.0,9.0,0.0,,0.0,0.0
2015-02,7072.0,8.0,1358.0,0.0,,0.0,0.0
2015-02,4167.0,0.0,337.0,0.0,,0.0,0.0
2015-02,16763.0,0.0,0.0,0.0,,0.0,0.0
2015-02,39798.0,38.0,7521.0,0.0,,0.0,0.0
2015-02,4018.0,0.0,508.0,66.0,,0.0,0.0
2015-02,1421.0,0.0,1.0,0.0,,0.0,0.0
2015-02,2.0,0.0,0.0,0.0,,0.0,0.0
2015-02,15237.0,0.0,0.0,5.0,,0.0,0.0
2015-02,11434.0,7.0,1665.0,36.0,,0.0,0.0
2015-02,7719.0,2.0,2841.0,0.0,,0.0,0.0
2015-02,12361.0,1.0,437.0,0.0,,0.0,0.0
2015-02,2092.0,1.0,303.0,0.0,,0.0,0.0
2015-01,12944.0,16.0,1953.0,0.0,,0.0,0.0
2015-01,2050.0,9.0,147.0,0.0,,0.0,0.0
2015-01,6808.0,3.0,781.0,0.0,,0.0,0.0
2015-01,5760.0,7.0,1727.0,0.0,,0.0,0.0
2015-01,23524.0,0.0,480.0,0.0,,0.0,0.0
2015-01,11932.0,0.0,2.0,0.0,,0.0,0.0
2015-01,3891.0,0.0,0.0,0.0,,0.0,0.0
2015-01,1596.0,4.0,24.0,0.0,,0.0,0.0
2015-01,6.0,0.0,0.0,0.0,,0.0,0.0
2015-01,21939.0,8.0,1282.0,0.0,,0.0,0.0
2015-01,9280.0,10.0,1819.0,0.0,,0.0,0.0
2015-01,49.0,0.0,0.0,0.0,,0.0,0.0
2015-01,0.0,0.0,0.0,0.0,,0.0,0.0
2015-01,3342.0,1.0,540.0,0.0,,0.0,0.0
2015-01,12203.0,0.0,0.0,0.0,,0.0,0.0
2015-01,11935.0,0.0,536.0,0.0,,0.0,0.0
2015-01,2486.0,0.0,85.0,0.0,,0.0,0.0
2015-01,5577.0,0.0,437.0,0.0,,0.0,0.0
2015-01,7663.0,5.0,2084.0,0.0,,0.0,0.0
2015-01,10358.0,4.0,1013.0,0.0,,0.0,0.0
2015-01,2285.0,0.0,152.0,0.0,,0.0,0.0
2015-01,0.0,0.0,0.0,0.0,,0.0,0.0
2015-01,4795.0,2.0,142.0,0.0,,11.0,3.0
2015-01,2568.0,0.0,2.0,1.0,,0.0,0.0
2015-01,7923.0,1.0,290.0,4.0,,0.0,0.0
2015-01,7949.0,0.0,448.0,3.0,,0.0,0.0
2015-01,6220.0,30.0,1416.0,0.0,,0.0,0.0
2015-01,13943.0,12.0,1469.0,0.0,,0.0,0.0
2015-01,3380.0,3.0,877.0,11.0,,0.0,0.0
2015-01,2057.0,1.0,69.0,0.0,,0.0,0.0
2015-01,2553.0,0.0,176.0,0.0,,0.0,0.0
2015-01,2652.0,1.0,16.0,1.0,,0.0,0.0
2015-01,3163.0,0.0,0.0,0.0,,0.0,0.0
2015-01,3689.0,1.0,642.0,0.0,,0.0,0.0
2015-01,12478.0,1.0,16.0,0.0,,121.0,13.0
2015-01,13043.0,11.0,2466.0,0.0,,0.0,0.0
2015-01,2793.0,0.0,141.0,0.0,,0.0,0.0
2015-01,16186.0,18.0,954.0,0.0,,0.0,0.0
2015-01,9811.0,15.0,1933.0,0.0,,0.0,0.0
2015-01,8766.0,0.0,0.0,0.0,,0.0,0.0
2015-01,7800.0,0.0,0.0,0.0,,0.0,0.0
2015-01,148.0,0.0,4.0,0.0,,0.0,0.0
2015-01,622.0,0.0,5.0,0.0,,0.0,0.0
2015-01,6156.0,3.0,828.0,0.0,,0.0,0.0
2015-01,3631.0,1.0,208.0,0.0,,0.0,0.0
2015-01,15007.0,0.0,0.0,0.0,,0.0,0.0
2015-01,36397.0,26.0,4893.0,0.0,,0.0,0.0
2015-01,3317.0,0.0,378.0,28.0,,0.0,0.0
2015-01,1081.0,1.0,2.0,0.0,,0.0,0.0
2015-01,4.0,0.0,0.0,0.0,,0.0,0.0
2015-01,14433.0,0.0,0.0,2.0,,0.0,0.0
2015-01,9419.0,2.0,1149.0,0.0,,0.0,0.0
2015-01,5876.0,2.0,1669.0,0.0,,0.0,0.0
2015-01,9221.0,1.0,263.0,0.0,,0.0,0.0
2015-01,1830.0,5.0,189.0,0.0,,0.0,0.0
2014-12,29449.0,21.0,2126.0,,,0.0,0.0
2014-12,4189.0,5.0,122.0,,,0.0,0.0
2014-12,11509.0,5.0,720.0,,,0.0,0.0
2014-12,14121.0,9.0,1803.0,,,0.0,0.0
2014-12,47409.0,0.0,580.0,,,0.0,0.0
2014-12,19494.0,0.0,8.0,,,0.0,0.0
2014-12,5542.0,0.0,0.0,,,2.0,0.0
2014-12,3079.0,7.0,10.0,,,0.0,0.0
2014-12,3.0,0.0,0.0,,,0.0,0.0
2014-12,37098.0,6.0,1164.0,,,0.0,0.0
2014-12,22872.0,16.0,1871.0,,,0.0,0.0
2014-12,58.0,0.0,0.0,,,0.0,0.0
2014-12,0.0,0.0,0.0,,,0.0,0.0
2014-12,6913.0,3.0,514.0,,,0.0,0.0
2014-12,19709.0,0.0,0.0,,,0.0,0.0
2014-12,21186.0,6.0,496.0,,,0.0,0.0
2014-12,5574.0,1.0,82.0,,,0.0,0.0
2014-12,10739.0,5.0,431.0,,,0.0,0.0
2014-12,17629.0,8.0,2017.0,,,0.0,0.0
2014-12,25507.0,8.0,1206.0,,,0.0,0.0
2014-12,4701.0,43.0,130.0,,,0.0,0.0
2014-12,0.0,0.0,0.0,,,0.0,0.0
2014-12,8357.0,2.0,118.0,,,12.0,0.0
2014-12,3263.0,0.0,6.0,,,0.0,0.0
2014-12,15576.0,2.0,271.0,,,0.0,0.0
2014-12,13082.0,0.0,349.0,,,0.0,0.0
2014-12,17253.0,25.0,1618.0,,,0.0,0.0
2014-12,25507.0,10.0,1323.0,,,0.0,0.0
2014-12,6802.0,4.0,817.0,,,0.0,0.0
2014-12,4455.0,2.0,86.0,,,0.0,0.0
2014-12,4356.0,0.0,159.0,,,0.0,0.0
2014-12,4122.0,0.0,14.0,,,0.0,0.0
2014-12,4768.0,0.0,0.0,,,0.0,0.0
2014-12,6721.0,3.0,593.0,,,0.0,0.0
2014-12,21403.0,0.0,20.0,,,118.0,7.0
2014-12,27082.0,13.0,2734.0,,,0.0,0.0
2014-12,4018.0,1.0,103.0,,,0.0,0.0
2014-12,30752.0,11.0,981.0,,,0.0,0.0
2014-12,20488.0,3.0,1853.0,,,0.0,0.0
2014-12,13994.0,0.0,0.0,,,0.0,0.0
2014-12,12737.0,0.0,0.0,,,0.0,0.0
2014-12,205.0,0.0,2.0,,,0.0,0.0
2014-12,894.0,0.0,4.0,,,0.0,0.0
2014-12,14320.0,5.0,924.0,,,0.0,0.0
2014-12,5897.0,1.0,219.0,,,0.0,0.0
2014-12,30298.0,0.0,0.0,,,0.0,0.0
2014-12,78321.0,34.0,5184.0,,,0.0,0.0
2014-12,8018.0,0.0,351.0,,,0.0,0.0
2014-12,1715.0,1.0,0.0,,,0.0,0.0
2014-12,0.0,0.0,0.0,,,0.0,0.0
2014-12,24225.0,0.0,0.0,,,0.0,0.0
2014-12,15253.0,5.0,1033.0,,,0.0,0.0
2014-12,12767.0,3.0,1491.0,,,0.0,0.0
2014-12,14806.0,0.0,241.0,,,0.0,0.0
2014-12,3383.0,4.0,187.0,,,0.0,0.0
2014-11,22502.0,13.0,2493.0,,,0.0,0.0
2014-11,3798.0,3.0,128.0,,,0.0,0.0
2014-11,9362.0,13.0,728.0,,,0.0,0.0
2014-11,12356.0,20.0,2549.0,,,0.0,0.0
2014-11,34964.0,0.0,450.0,,,0.0,0.0
2014-11,16152.0,0.0,4.0,,,0.0,0.0
2014-11,4957.0,0.0,0.0,,,13.0,0.0
2014-11,2649.0,3.0,15.0,,,0.0,0.0
2014-11,2.0,0.0,0.0,,,0.0,0.0
2014-11,30723.0,6.0,1303.0,,,0.0,0.0
2014-11,16489.0,11.0,2081.0,,,0.0,0.0
2014-11,47.0,0.0,0.0,,,0.0,0.0
2014-11,0.0,0.0,0.0,,,0.0,0.0
2014-11,5013.0,2.0,560.0,,,0.0,0.0
2014-11,18280.0,0.0,0.0,,,0.0,0.0
2014-11,20381.0,7.0,702.0,,,0.0,0.0
2014-11,5018.0,4.0,87.0,,,0.0,0.0
2014-11,9622.0,2.0,493.0,,,0.0,0.0
2014-11,15632.0,4.0,2510.0,,,0.0,0.0
2014-11,19375.0,3.0,1373.0,,,0.0,0.0
2014-11,4426.0,35.0,174.0,,,0.0,0.0
2014-11,1.0,0.0,0.0,,,0.0,0.0
2014-11,8896.0,2.0,219.0,,,11.0,0.0
2014-11,3370.0,0.0,6.0,,,0.0,0.0
2014-11,17256.0,1.0,490.0,,,0.0,0.0
2014-11,13470.0,4.0,546.0,,,0.0,0.0
2014-11,13482.0,36.0,2126.0,,,0.0,0.0
2014-11,26565.0,7.0,2122.0,,,0.0,0.0
2014-11,5296.0,4.0,946.0,,,0.0,0.0
2014-11,3757.0,3.0,109.0,,,0.0,0.0
2014-11,3308.0,0.0,154.0,,,0.0,0.0
2014-11,3784.0,0.0,31.0,,,0.0,0.0
2014-11,4357.0,0.0,0.0,,,0.0,0.0
2014-11,5370.0,2.0,623.0,,,0.0,0.0
2014-11,22126.0,0.0,27.0,,,128.0,6.0
2014-11,22312.0,21.0,2952.0,,,0.0,0.0
2014-11,4023.0,3.0,155.0,,,0.0,0.0
2014-11,32001.0,12.0,1442.0,,,0.0,0.0
2014-11,17558.0,1.0,2477.0,,,0.0,0.0
2014-11,11486.0,0.0,0.0,,,0.0,0.0
2014-11,13907.0,0.0,1.0,,,0.0,0.0
2014-11,171.0,0.0,1.0,,,0.0,0.0
2014-11,796.0,0.0,6.0,,,0.0,0.0
2014-11,10869.0,8.0,1012.0,,,0.0,0.0
2014-11,5750.0,1.0,248.0,,,0.0,0.0
2014-11,24913.0,0.0,0.0,,,0.0,0.0
2014-11,58551.0,28.0,5915.0,,,0.0,0.0
2014-11,5890.0,0.0,336.0,,,0.0,0.0
2014-11,1814.0,0.0,2.0,,,0.0,0.0
2014-11,2.0,0.0,0.0,,,0.0,0.0
2014-11,23164.0,0.0,0.0,,,0.0,0.0
2014-11,13996.0,8.0,1183.0,,,0.0,0.0
2014-11,12780.0,8.0,2912.0,,,0.0,0.0
2014-11,16950.0,2.0,543.0,,,0.0,0.0
2014-11,2637.0,1.0,244.0,,,0.0,0.0
2014-10,14643.0,15.0,2293.0,,,0.0,0.0
2014-10,4406.0,16.0,288.0,,,0.0,0.0
2014-10,7966.0,13.0,867.0,,,0.0,0.0
2014-10,9255.0,8.0,2848.0,,,0.0,0.0
2014-10,30607.0,0.0,563.0,,,0.0,0.0
2014-10,14649.0,0.0,10.0,,,0.0,0.0
2014-10,4654.0,0.0,0.0,,,10.0,0.0
2014-10,1941.0,4.0,13.0,,,0.0,0.0
2014-10,1.0,0.0,0.0,,,0.0,0.0
2014-10,23668.0,9.0,1291.0,,,0.0,0.0
2014-10,12696.0,13.0,2680.0,,,0.0,0.0
2014-10,40.0,0.0,0.0,,,0.0,0.0
2014-10,0.0,0.0,0.0,,,0.0,0.0
2014-10,5239.0,4.0,855.0,,,0.0,0.0
2014-10,14023.0,0.0,0.0,,,0.0,0.0
2014-10,15005.0,1.0,679.0,,,0.0,0.0
2014-10,3667.0,0.0,105.0,,,0.0,0.0
2014-10,6092.0,2.0,512.0,,,0.0,0.0
2014-10,11463.0,7.0,2951.0,,,0.0,0.0
2014-10,15343.0,7.0,1862.0,,,0.0,0.0
2014-10,6552.0,36.0,320.0,,,0.0,0.0
2014-10,2.0,0.0,0.0,,,0.0,0.0
2014-10,5964.0,1.0,185.0,,,11.0,1.0
2014-10,3343.0,0.0,3.0,,,0.0,0.0
2014-10,13602.0,5.0,482.0,,,0.0,0.0
2014-10,17386.0,2.0,872.0,,,0.0,0.0
2014-10,8325.0,28.0,2003.0,,,0.0,0.0
2014-10,20255.0,12.0,2155.0,,,0.0,0.0
2014-10,6683.0,6.0,1539.0,,,0.0,0.0
2014-10,2698.0,0.0,139.0,,,0.0,0.0
2014-10,2880.0,0.0,175.0,,,0.0,0.0
2014-10,4109.0,1.0,39.0,,,0.0,0.0
2014-10,3736.0,0.0,0.0,,,0.0,0.0
2014-10,4780.0,2.0,799.0,,,0.0,0.0
2014-10,21900.0,1.0,19.0,,,127.0,2.0
2014-10,15491.0,11.0,3401.0,,,0.0,0.0
2014-10,5306.0,1.0,233.0,,,0.0,0.0
2014-10,22111.0,7.0,1338.0,,,0.0,0.0
2014-10,12430.0,8.0,2525.0,,,0.0,0.0
2014-10,10701.0,0.0,0.0,,,0.0,0.0
2014-10,10758.0,1.0,0.0,,,0.0,0.0
2014-10,195.0,0.0,6.0,,,0.0,0.0
2014-10,806.0,0.0,6.0,,,0.0,0.0
2014-10,7633.0,2.0,1265.0,,,0.0,0.0
2014-10,6508.0,3.0,346.0,,,0.0,0.0
2014-10,17453.0,0.0,0.0,,,0.0,0.0
2014-10,44864.0,27.0,6692.0,,,1.0,0.0
2014-10,4064.0,0.0,464.0,,,0.0,0.0
2014-10,1853.0,0.0,2.0,,,0.0,0.0
2014-10,1.0,0.0,0.0,,,0.0,0.0
2014-10,17273.0,0.0,0.0,,,0.0,0.0
2014-10,12017.0,4.0,1785.0,,,0.0,0.0
2014-10,9459.0,2.0,2574.0,,,0.0,0.0
2014-10,16475.0,4.0,431.0,,,0.0,0.0
2014-10,2630.0,3.0,298.0,,,0.0,0.0
2014-09,13130.0,16.0,2018.0,,,0.0,0.0
2014-09,3273.0,9.0,208.0,,,0.0,0.0
2014-09,7451.0,3.0,776.0,,,0.0,0.0
2014-09,6480.0,10.0,2195.0,,,0.0,0.0
2014-09,28503.0,0.0,519.0,,,0.0,0.0
2014-09,12658.0,1.0,3.0,,,0.0,0.0
2014-09,3660.0,0.0,0.0,,,2.0,9.0
2014-09,1688.0,2.0,15.0,,,0.0,0.0
2014-09,1.0,0.0,0.0,,,0.0,0.0
2014-09,21661.0,8.0,1123.0,,,0.0,0.0
2014-09,9497.0,12.0,1981.0,,,0.0,0.0
2014-09,44.0,0.0,0.0,,,0.0,0.0
2014-09,0.0,0.0,0.0,,,0.0,0.0
2014-09,4956.0,4.0,819.0,,,0.0,0.0
2014-09,12191.0,0.0,0.0,,,0.0,0.0
2014-09,12326.0,1.0,626.0,,,0.0,0.0
2014-09,2660.0,0.0,80.0,,,0.0,0.0
2014-09,5343.0,1.0,453.0,,,0.0,0.0
2014-09,8077.0,6.0,2217.0,,,0.0,0.0
2014-09,16638.0,4.0,1360.0,,,0.0,0.0
2014-09,4596.0,28.0,215.0,,,0.0,0.0
2014-09,2.0,0.0,0.0,,,0.0,0.0
2014-09,4797.0,0.0,152.0,,,14.0,2.0
2014-09,2420.0,1.0,4.0,,,0.0,0.0
2014-09,12051.0,2.0,384.0,,,0.0,0.0
2014-09,15768.0,3.0,725.0,,,0.0,0.0
2014-09,8847.0,22.0,1478.0,,,0.0,0.0
2014-09,14838.0,11.0,1629.0,,,0.0,0.0
2014-09,5273.0,5.0,1393.0,,,0.0,0.0
2014-09,2156.0,0.0,117.0,,,0.0,0.0
2014-09,2803.0,0.0,165.0,,,0.0,0.0
2014-09,3192.0,1.0,22.0,,,0.0,0.0
2014-09,2854.0,0.0,0.0,,,0.0,0.0
2014-09,4168.0,2.0,708.0,,,0.0,0.0
2014-09,16835.0,1.0,13.0,,,116.0,4.0
2014-09,12314.0,22.0,2668.0,,,0.0,0.0
2014-09,3798.0,0.0,212.0,,,0.0,0.0
2014-09,17783.0,4.0,1044.0,,,0.0,0.0
2014-09,10567.0,5.0,2086.0,,,0.0,0.0
2014-09,10389.0,0.0,0.0,,,0.0,0.0
2014-09,8823.0,0.0,0.0,,,0.0,0.0
2014-09,224.0,0.0,9.0,,,0.0,0.0
2014-09,627.0,1.0,7.0,,,0.0,0.0
2014-09,6127.0,4.0,1025.0,,,0.0,0.0
2014-09,4479.0,1.0,281.0,,,0.0,0.0
2014-09,14442.0,0.0,0.0,,,0.0,0.0
2014-09,46899.0,27.0,5835.0,,,0.0,0.0
2014-09,4059.0,5.0,536.0,,,0.0,0.0
2014-09,1604.0,1.0,3.0,,,0.0,0.0
